此段落最初的2-5句話,此段落最末的2-5句話,段落大意
忽聽得鐘聲鏜鏜大響，連續不斷，是召集全寺僧眾的訊號。,玄慈說道：「六位大師都是佛門的有道大德。今日同時降臨，實為本寺重大光寵，故此召集大家出來見見。甚盼六位元大師開壇說法，宏揚佛義，合寺眾僧，同受教益。」,少林寺因有貴客到來而召集全寺僧人。
神山上人道：「不敢當！」他身形矮小，話聲竟然奇響，眾僧不由得都是一驚，,虛竹聽神山指摘少林弟子「良莠不齊，戒律廢弛」，當是指自己破犯葷戒、淫戒、殺戒等等而言，一顆心只嚇得怦怦大跳，心想方丈若坦言查究，自己必須直陳諸般罪行，絕不可推諉掩飾，又多犯了一項「妄語戒」。,神山上人指責少林寺不守戒律。
玄慈道：「請問師兄，何所據而云然？請師兄指出實證，敝派自當盡力追究整肅。」,說罷，雙目炯炯直視玄慈方丈，竟不少瞬。,神山上人舉證。
玄慈轉頭向戒律院首座玄寂大師道：「玄寂師弟，請你向六位高僧述說其中原由。」,玄寂師兄道：‘徐長老的兒子和媳婦，七月初三晚上服侍他老人家上床安息，到初四早晨，卻見徐長老肋骨齊斷，死在床上。」,少林寺說明自身查案經過，證明喬峰清白。
神山問道：「日子沒記錯麼？」玄寂道：「這件事至關要緊，我們是到徐長老家裡詳細問明瞭的。」,我們親眼目睹，殺單正的另有其人，早在喬峰到達單家莊之前兩個多時辰，單氏父子和他幾十個家人都早已給人殺了。至於去天臺山止觀寺保護智光大師，方丈師兄另行派得有人。我們見喬峰帶同阿朱向南方而去，便不再跟蹤，自行回寺。,少林寺提出不在場證明及武功特性，證明寺方清白。
玄寂、玄垢、玄石等僧在武林中數十年來威名素著，正直無私，眾所周知，他們既這麼說，神山等僧聽了絕無懷疑。,降魔掌和摩訶指，在敝寺均列於七十二絕技，一者輕柔，一者剛猛，極難並學齊練。玄生師弟，請你去藏經閣，將這兩門的法功心要取來，請神山上人和諸位大師指點。,少林寺以武功特性證明喬峰清白。
當年神山上人到少林寺求師，還只一十七歲。少林寺方丈靈門禪師和他接談之下，便覺他鋒芒太露，我慢貢高之氣極盛，器小易盈，不是傳法之人，,大雄寶殿和藏經閣相距幾達三裡，玄生在片刻間便將經書取到，輕功了得，身手敏捷之極。外人不知內情，也不以為異，少林寺眾僧卻無不暗自讚歎。,少林寺取出典籍證明自身說法。
那兩部經書紙質黃中發黑，顯是年代久遠。,本寺玄字輩師兄弟以及下一輩武功較高的僧侶，大都自羅漢拳學起，學到降魔掌或般若掌而止。老衲在四十歲上見獵心喜，學了大金剛拳，內力走了剛猛路子，自此練般若掌便生窒礙，至今好生後悔。,少林寺以實例證明清白。
突然外面一個清朗的聲音遠遠傳來，說道：「諸位高僧相聚少林寺講論武功，實乃盛事。小僧能否有緣做個不速之客，在旁恭聆雙方高見麼？」,旁人倒也沒什麼，神山卻暗自不忿：「你這番僧裝神弄鬼，未必便有什麼真實本領，待會倒要試你一試。」,鳩摩智來訪少林寺。
鳩摩智道：「小僧适才在山門外聽到玄慈大師講論武功，宏法高論，深受教益，只其中一節，小僧卻不敢苟同。」,他斜眼望著師父慧輪時，但見他淚水滾滾而下，實是傷心已極。他雖不明其中關節，但也知鳩摩智适才顯露的武功，本寺無人能敵，方丈無可奈何，只有自認不如。,鳩摩智展露自身功夫，打破少林寺絕技難以同時修習的認知。
可是他心中卻有一事大惑不解。眼見鳩摩智使出大金剛拳拳法、般若掌掌法、摩訶指指法，招數是對是錯，他沒學過這幾門功夫，自是無法知曉,但二十餘年來，他在寺中從未當眾說過一句話，在大殿中一片森嚴肅穆的氣象之下，話到口邊，不禁又縮了回去。,虛竹看出鳩摩智是以小無相功使出少林寺絕技。
只聽鳩摩智道：「方丈既如此說，那是自認貴派七十二門絕技，中間不免大有毛病，甚或根本並非貴派自創，這個‘絕’字，須得改一改了。」,只聽得波波波三響，指力相撞。玄渡大師身子一晃，突然間胸口射出三支血箭，激噴數尺，兩股指力較量之下，玄渡不敵，給鳩摩智三股指力都中在胸口，便如是利刃所傷。,鳩摩智踢館少林寺。
玄渡大師為人慈和，極得寺中小輩僧侶愛戴。,當日虛竹得段延慶指點，破解無崖子所布下的珍瓏棋局之時，鳩摩智曾見過他一面，此刻突然見他越眾而出，以輪指虛點，封閉玄渡的穴道，手法之妙，功力之強，竟為自己生平所未見，不由得大吃一驚。,虛竹救治玄渡。
慧方等六僧那日見虛竹發掌擊死玄難，又見他做了外道別派的掌門人，種種怪異之處，沒法索解，當即負了玄難屍身，回到少林寺中。,他是佛門中天下知名的高僧，所使的如何會不是佛門武功？,虛竹指出鳩摩智不會少林寺絕技。
鳩摩智心中卻又一驚：「這小和尚怎知我使的不是拈花指？不是佛門武功？」,虛竹這三下指力都彈在鐘上，便如以鐘槌用力撞擊一般。眾僧聽了，盡皆驚異。,虛竹示範鳩摩智的手法。
鳩摩智叫道：「好功夫！你試我一招般若掌！」說著雙掌一立，似是行禮，雙掌卻不合攏，呼的一聲，一股掌力從雙掌間疾吐而出，奔向虛竹，正是般若掌的「峽谷天風」。,虛竹道：「是！小僧告退。」合十行禮，退入虛字輩群僧的班次。,鳩摩智看出虛竹會小無相功。
玄慈方丈卻精明之極，雖不明白虛竹武功的由來，但看他適才所演的幾招，招數精奇，內功深厚，足可與鳩摩智相匹敵，,但他此刻身上既具逍遙派三大高手深厚內力，複得童姥盡心點撥，而靈鷲宮地下石窖中數十日面壁揣摩，更得益良多，雙掌一拜下，身上僧衣便即微微鼓起，真氣流轉，護住了全身。,玄慈方丈示意虛竹與鳩摩智過招。
