此段落最初的2-5句話,此段落最末的2-5句話,段落大意
他既恨司馬林陰毒暗算，聽得王語嫣叫破自己武功中的缺陷後又心下有愧，急欲打敗司馬林，以便在本寨維持威嚴。,「青城派司馬林多承相助，大恩大德，永不敢忘。請問包三先生的名諱如何稱呼，也好讓在下常記在心。」,王語嫣的話聽得姚伯分神，險些死在司馬林手中。
包三先生雙眼一翻，飛起左腳，砰的一聲，踢了他一個筋斗，喝道：「憑你也配來問我名字？,包三先生笑道：「憑你老子司馬衛這點兒微末武功，哪用得著我慕容兄弟費心？慕容公子武功高我十倍，你自己想想，司馬衛也配他親自動手麼？」,但這包三先生只是單純不想雙方人馬弄髒了阿朱小屋的地皮，對司馬林表達的感激充耳不聞，又出言羞辱司馬林和司馬衛，聽的司馬林心生怨毒。
司馬林尚未答話，諸保昆已抽出兵刃，大聲道：「包三先生，司馬衛老先生是我授藝的恩師，我不許你這般辱他死後的聲名。」,司馬林道：「好！後會有期。」微一點頭，便欲走出。,青城一眾見諸保昆維護司馬衛死後的聲名，心中的厭惡便少了大半。又聽了阿朱的分析，認為殺了司馬衛的兇手或許真另有其人，也都冷靜下來。
包三先生喝道：「且慢！」伸手到自己長衣胸口，取出一枝小旗，展了開來，小旗是深黑色錦緞，,大家知道他脾氣，也從來不會當真計較。他自己知道對不住，心裡抱歉，以後只有對我們更加好些。」,包三給了司馬林姑蘇慕容的小黑旗，司馬林雖然明白依附慕容對於自己的小派才有優勢，但包三言語實在羞辱人，便想與之拼命。
包三先生知她是給自己打圓場，心想當以慕容家的大業為重，便即雙手抱拳,姚伯當躬身告辭，率眾而去，臨去時放下一大包銀兩，打賞下人。,包不同知道阿朱是在為自己打圓場，便緩了語氣。王語嫣也答應會為兩派指點他們所缺失的武功，包不同便分別和青城、秦家寨都結下盟約。
包不同向段譽端詳多時，捉摸不透他是何等樣人，問王語嫣道：「這人是什麼路數？要不要叫他滾出去？」,老顧微笑點頭，連說：「包你乾淨，包你乾淨！」,包不同見到段譽便覺得此人不可信，要逼問他為何少林派誣賴慕容複？
聽香水榭中的婢僕在一間花廳中設了筵席。阿朱請包不同坐了首座，段譽坐了次位，,一般的英氣勃勃，卻是醜陋異常，可稱英醜。」段譽等都笑了起來。,青城、秦家寨離去後，
包不同喝了一杯酒，說道：「公子派我去福建路辦一件事，那是暗中給少林派幫一個大忙，,阿朱道：「三爺，你別欺侮我阿碧妹子。你現欺侮她，下次我去欺侮你的靚靚。」,此外，包不同也認為慕容複的武功味道火侯，根本使不出「大韋陀杵」殺了玄悲大師，並懷疑肯定有人借著姑蘇慕容的名，為非作歹。
包不同哈哈大笑，說道：「我女兒閨名包不靚，你叫她靚靚，那是捧她的場，,「王姑娘又勿是外人。王姑娘，你如要知道，待會我跟你說便是了。」王語嫣登現喜色。,後，眾人接獲公冶二爺的信件，說西夏的一品堂到江南來，要眾人過去查探。
包不同道：「早就聽說西夏‘一品堂’搜羅的好手著實不少，中原西域什麼門派的人都有，,王語嫣道：「半夜三更的，你到哪裡去？太湖中的水道你又不熟，不如今晚在這兒歇宿一宵，明日再走不遲。」,包不同和三名女子道，等到摸清一品堂的目的，便去和慕容複會合，王語嫣一聽便心中激動。另外，包不同對段譽的存在十分不滿，直接出言送客。
段譽聽她言語中雖是留客，但神思不屬，顯然一顆心早飛到了慕容公子身畔，不由得又惱怒，又沒趣。,便道：「也不用了，你只須借我一船一槳，我自己會劃出去的。」,段譽見王語嫣心中只有慕容複，他從小便是被捧在手心，此時便不快，想直接走人。
阿碧沉吟道：「你不認得湖中水道，恐怕不大好吧。小心別又撞上那個和尚。,但扳槳劃得幾下，小船隻團團打轉，便像昨日鳩摩智那樣，說什麼也沒法將船劃得離岸。,段譽見沒有人留他則更加不快，阿朱阿碧送段譽出去時也不明所以，直說段譽和慕容複說不定能成好友，待段譽一人上了小船，又不會划，心中沒來由想哭。
