此段落最初的2-5句話,此段落最末的2-5句話,段落大意
荷塘尚未過完，阿碧又指引小舟從一叢蘆葦和茭白中穿了過去。這麼一來，連鳩摩智也起了戒心，暗暗記憶小舟的來路，,心想：「這小丫頭什麼也不懂，我何必跟她一般見識。」想到此節，便即心平氣和。,過了兩個多時辰，阿碧請眾人到琴韻小舍稍等，向眾人解釋祭拜老爺之事，她得先請示阿朱姊姊。
崔百泉問道：「你阿朱姊姊是誰？」,鳩摩智向在西域和吐蕃山地居住，喝慣了苦澀的黑色茶磚，見到這等碧綠有毛的茶葉，不免疑心有毒。,阿碧且上了「嚇煞人香」和四色點心，段譽讚不絕口。鳩摩智和崔、過二人見和大理相差甚遠的食物遲遲無法放下戒心。
四色點心是玫瑰綠豆糕、茯苓軟糕、翡翠甜餅、藕粉火腿餃，形狀精雅，,「這裡嘸不人陪我講閒話，悶也悶煞快。好容易來了幾個客人，幾花好？介末總歸要留你們幾位住上一日。」,面對慕容家對鳩摩智的接待態度以及見鳩摩智在昔日故友家中也放不下戒心。段譽對鳩摩智是慕容博好友的說法也起了疑心。
過彥之一直沉著氣不說話，這時突然霍地站起，喝道：「慕容家的親人住在哪裡？我過彥之上參合莊來，不是為了喝茶吃飯，,我可老糊塗了，好像是去西夏國，又說什麼遼國，也說不定是吐蕃，要不然便是大理。」,鳩摩智、崔、過三人已耐不住性子，各懷心思，嚷著要見大公子，此時一名老僕前來，表明大公子此時不在莊裡。
鳩摩智哼了一聲，心中不悅，當時天下五國分峙，除了當地是大宋所轄，這老人卻把其餘四國都說全了。,暗想：「這孫三和那老黃明明便是一人，說不定就是那個阿朱姊姊。」,段譽發現管家孫三及老僕老黃皆可能是阿碧口中的阿朱姊姊。
鳩摩智歎道：「世人險詐者多而誠信者少，慕容先生不願多跟俗人結交，確也是應當的。」,扮什麼，像什麼，更難得的是她只這麼一會兒便即改裝完畢，手腳之俐落，著實令人讚歎。」,鳩摩智與官家孫三對談之間，段譽更加留心在孫三身上，確認自己的推論並無錯誤，並且驚嘆阿朱的易容術。
那老夫人撐著拐杖，顫巍巍地走到堂上，說道：「阿碧，是你家老爺的朋友來了麼？怎不向我磕頭？」,因此以鳩摩智之聰明機智，崔百泉之老於江湖，都沒絲毫疑心，不料段譽卻從她身上無法掩飾的一些淡淡幽香之中發覺了真相。,阿朱繼續戲弄眾人，此番是佯裝成慕容老爺的叔母，要求鳩摩智和段譽向她磕頭見禮。鳩摩智敷衍了事，段譽則暗是自己明白阿朱的真實身分。
阿朱聽段譽這麼說，吃了一驚，但絲毫不動聲色，仍一副老態龍鍾、耳聾眼花的模樣，,阿碧搶著道：「老太太勿要忘記就是啦，下趟補給人家也是一樣。」,被識破身分的阿朱不動聲色地裝傻，並暗示段譽切莫說出她的身分。段譽見美人在前，也十分樂意配合。
阿朱白了她一眼，向崔百泉和過彥之道：「這兩位客人怎不向老婆子磕頭見禮？」,蘇州人大都伶牙俐齒，後世蘇州評彈之技名聞天下，便由於此。這兩個小丫頭平素本是頑鬧說笑慣了的，這時作弄得鳩摩智當真無法可施。,阿朱見段譽的配合心中欣喜，並且繼續對鳩摩智和崔、過二人的要求裝聾作啞，三人雖不滿卻也莫可奈何。
他此番來到姑蘇，原盼見到慕容公子後商議大事，哪知正主兒見不著，所見到之人一個個都纏夾不清，,段譽經他這幾掌一拍，只覺受封穴道中立時血脈暢通，微一運氣，內息便即轉動自如。,鳩摩智一心想依約到還施水閣觀看秘笈，而阿碧阿朱對段譽心有好感，便哄的鳩摩智解開段譽的穴道。
鳩摩智道：「段公子，慕容老夫人不信你已練會六脈神劍，請你一試身手。,阿朱與阿碧聽他一副書呆子口氣，不由得暗暗好笑，而他言語中轉彎抹角，盡在讚譽自己，也都芳心竊喜。,被解開穴道的段譽面對鳩摩智的要求便開始裝傻，表明自己並不會武功。
鳩摩智道：「公子不肯施展六脈神劍，那不是顯得我說話無稽麼？」,鳩摩智暴喝聲中，第三刀又已劈去。段譽大驚，叫道：「不可傷了小姑娘！」,鳩摩智欲逼段譽使出六脈神劍，然而段譽並不想歲他的願，便繼續裝傻。鳩摩智心一狠，便將刀鋒往阿碧劈去。
阿碧嚇得臉色慘白，對這無影無蹤的內力實不知如何招架才好。阿朱不暇思索，揮杖便向鳩摩智背心擊去。,「倘若他將來福至心靈，一旦豁然貫通，領悟了武功要訣，以此內力和劍法，和尚就不是他對手了。」,鳩摩智招招凶險，卻也不是真要人命，果然段譽為護阿朱阿碧二人使出了六脈神劍的招數，但是段譽雖內力深厚，卻不會武功，因此他的生死仍在鳩摩智的手中。
段譽知道自己生死已全操于鳩摩智之手，叫道：「阿朱、阿碧兩位姊姊，你們快快逃走，再遲便來不及了。」,明日我把他在慕容先生墓前焚了，慕容先生地下有知，自會明白老友不負當年之約。」,此時的段譽心知自己完全不敵鳩摩智的武功，但仍一心想護阿碧阿朱二人平安。
阿朱心知今日「琴韻小築」中無人是這和尚的敵手，,「有這般的山川，方有這般的人物。有了這般的人物，方有這般的聰明才智，做出這般清雅的菜肴來。」,阿朱明白琴韻小築裡並無鳩摩智的對手，便決定邀請眾人到錦瑟居用些飯菜，待到明日再去慕容博的墳地。
阿朱道：「你猜是我做的呢，還是阿碧做的？」,轉過頭來，只見鳩摩智、崔百泉、過彥之三人的腦袋剛從水面探上來。阿朱、阿碧二女只劃得幾下，小船離「錦瑟居」已有數丈。,到了錦瑟居，朱、碧二人再度使計救出段譽，將鳩摩智與崔、過三人拋置湖中，並帶著段譽划小舟逃走。
猛見一人從湖中濕淋淋地躍起，正是鳩摩智，他踏上「錦瑟居」屋邊實地，隨手折斷一根木柱，,只見鳩摩智的小船在水面上團團打轉，原來他武功雖強，卻不會划船。,憤怒的鳩摩智從湖中躍起，隨手抓起了錦瑟居的擺設，向逃跑的段譽三人砸去，並跳上另一艘小船。
三人登時寬心。可是過不多時，望見鳩摩智已弄直了小船，急劃追來。,伸手船外，在湖面上撕下幾片荷葉，搓成一團，塞在阿碧耳中，跟著又去塞住了阿朱的耳朵。,湖面追逐時，鳩摩智使出攝人心智的邪術，誘惑段譽等三人，段譽內力深厚不受影響，隨手摘荷葉擋住迷音，破了邪術。
阿朱一定神，失聲道：「啊喲，好險！」阿碧也驚道：「這和尚會使勾魄法兒，我們險些著了他道兒。」,自然而然聽得清清楚楚，聽阿碧這麼說，當下不敢稍動，假裝微微發出鼾聲，免得阿碧尷尬。,因地理優勢，段譽三人逃出鳩摩智可追蹤的範圍，氣氛也跟著悠閒起來。
只聽阿朱低聲笑道：「段公子困著哉。你解手好了。」,以此女為伴，但求永為良友，共弄綠水，仰觀星辰，此生更無他求了。,段譽體貼女子，辯稱自己需要解手免去阿朱、阿碧二人的尷尬，在湖面風光中，邊看著身邊二女的風采，邊回憶過往相識的女子及天女圖心中說不出的平和。
