此段落最初的2-5句話,此段落最末的2-5句話,段落大意
 包不同笑道：「你幹什麼？」虛竹提起右掌，砰的一聲，打在他胸口。, 「聰辯先生，你從實說來，到底我師伯祖如何會死？這不是你有意陷害麼？」, 虛竹又醫治了包不同以及其他被寒毒所傷，被化功大法所困的人，正當他要向玄難擊出一掌，玄難怪笑而死。
 蘇星河雙膝跪地，說道：「啟稟掌門人，蘇星河決不敢陷掌門人于不義。, 虛竹道：「好！」站起身來。眾人也都站起。, 虛竹正要詢問蘇星河為何玄難大師會死，蘇星河也被丁春秋突然毒死了。其他人發現蘇星河死前稱虛竹掌門人，又看到戒指，便向他嗑頭。
虛竹跟著康廣陵，正要走入木屋中，範百齡道：「且慢！師父在這屋內中了丁老賊的毒手， ,鳩摩智、段延慶等雖見事情古怪，但事不幹己，逕自分別離去。 ,他們怕屋中有毒不敢進，其他人覺得事情很奇怪就各自離去了。
 康廣陵道：「師叔……」虛竹道：「我不是你師叔，也不是你們的什麼掌門人，我是少林寺的和尚，跟你們‘逍遙派’全不相干。」, 「你師父叫我憑此卷軸，去設法學習武功，用來誅卻丁施主。」, 康廣陵尊稱虛竹為師叔，虛竹一直推辭此稱號，不認自己是逍遙派。
康廣陵看了看畫中的宮裝美女，搖頭道：「小侄不明其中道理， , 內力又可運使。但是中了這‘三笑逍遙散’，卻便一瞑不視了。」, 虛竹拿出卷軸給康廣陵看，他也看不出裡面的訊息，康館陵跟虛竹解釋那毒物是叫「三笑逍遙散」。
虛竹點頭道：「這當真歹毒！當時我便站在尊師身旁，沒絲毫察覺丁春秋如何下毒， , 丁春秋與人正面對戰時不敢擅使「三笑逍遙散」，便因生恐對方內力了得、將劇毒反彈出來之故。, 康廣陵以為是丁春秋認為虛竹武功布強才沒有對他下毒手，不知其實毒素被虛竹的了得內力反彈出來了。
康廣陵道：「師叔，這就是你的不是了。逍遙派乃道中之聖，獨來獨往，那是何等逍遙自在？ , 「尊師既已准許你們重列門牆，你們自然是回了師門了，還擔心什麼？」, 康廣陵請求虛竹讓他們八人可以重回逍遙派門下。
 康廣陵大喜，回頭大叫：「師弟、師妹，掌門師叔允許咱們重回師門了！」, 一齊過來向掌門師叔叩謝，想起師父不能親見八人重歸師門，又痛哭起來。, 函谷八友知道自己重回逍遙派門下皆大喜，喜中又有悲。
虛竹極是尷尬，眼見每一件事情，都是叫自己這個「掌門師叔」的名位深陷一步，敲釘轉腳，越來越不易擺脫。 , 虛竹道：「是，該當稱相公才是。」, 虛竹想要找其他少林的高僧，卻找不到，肚子餓了就找了一家店要了素麵來吃。
 說話之間，店伴端上兩碗素面。虛竹道：「相公，小僧要吃面了。」, 只出家人不可嗔怒，強自忍耐，一聲不響，回頭又來吃面。, 在店裡遇到一位少年故意捉弄虛竹，讓虛竹知道葷食，又騙他說時六位和尚出現了。
虛竹心道：「這位小相公年紀輕輕，偏生愛跟我惡作劇。」 , 只見丁春秋站在門口，微微冷笑，臉上神情又得意，又狠毒, 虛竹又被捉弄了一次，吃到了肥肉，這石星宿派的弟子也到了那間店，他們還抬著慧淨和尚。
 那少年已嚇得臉上全無血色，立即跪倒，顫聲叫道：「師父！」, 霎時之間，臉上又即全無血色。, 那個捉弄虛竹的少年就是阿紫喬裝的，兩人在店裡被丁春秋遇到了，兩個人都很緊張。
便在此時，一名星宿弟子走到門口，笑嘻嘻地道：「大師姊，師父有請。」, 說到後來，害怕之極，已然語不成聲。,丁春秋向阿紫詢問神木王鼎的下落，阿紫說藏在寮國南京城中。不過他沒有透漏詳細的位置，以防被丁春秋滅口。
 丁春秋微笑道：「你這小東西，居然膽敢和我討價還價。, 且行之日久，習慣成自然，諂諛之辭順口而出，誰也不以為恥了。, 星宿派群弟子都在勸阿快招供，恐嚇的言辭之中，有一大半在宣揚星宿老仙的德威。聽奉承的話是丁春秋的癖好。
丁春秋撚須微笑，雙目似閉非閉，聽著眾弟子歌頌，飄飄然的極是陶醉。 , 星宿派出了師父你這樣一個美少年，難道他們不生眼睛麼？」,阿紫也用阿諛的話吹捧丁春秋，他聽得高興，露出笑容。
阿紫本就聰明，又加上女子重視「年輕貌美，長葆青春」的天性 , 他一凜之下，不由得臉上微微變色，但立時便即寧定。, 在阿紫繼續春捧丁春秋的時候，慕容複也到店裡來，丁春秋同時聽阿紫的話、留意虛竹的動靜，以致現在又多一人他沒發現，他臉色稍微變色，又恢復。
