此段落的最初2-5句話,此段落的最末2-5句話,段落大意
只見一名家將走到廳口，雙手捧著一張名帖，躬身說道：「虎牢關過彥之過大爺求見王爺。」,段正淳和高升泰對望一眼，均想：「‘北喬峰，南慕容’，他伏牛派與姑蘇慕容氏結上了怨家，此仇只怕難報。」,伏牛派掌門柯百歲的大弟子過彥之，至鎮南王府尋找化身在王府帳房照管雜務的先生；先生的真實身分是柯百歲的師弟：金算盤崔百泉。過彥之告訴崔百泉，柯百歲已被人害死，兇手可能是姑蘇慕容氏。
崔百泉神色慘然，向過彥之道：「過賢侄，我師兄如何身亡歸西，請你詳述。」,過彥之還未答應，崔百泉已搶著道：「王爺吩咐，自當遵命。」,崔百泉身分曝光，向段正淳道歉謝罪，同時想尋求段家相助，為師兄報仇。段正淳建議報仇的事，應該慢慢商議。
這時一名家將走到廳口躬身道：「啟稟王爺：少林寺方丈派遣兩位高僧前來下書。」,段正淳和高升泰對望一眼，心中都道：「又是‘姑蘇慕容’！」,少林寺僧人慧貞慧觀，原奉師伯玄慈方丈之命，與師父玄悲和尚，赴大理國助保定帝、鎮南王抵抗「天下四大惡人」，為料半途玄悲和上也被姑蘇慕容氏所殺。二僧只好攜帶方丈書信求助保定帝與鎮南王，請他們做主。
黃眉僧一直靜聽不語，忽然插口道：「玄悲大師可是胸口中了敵人的一招‘大韋陀杵’而圓寂麼？」,高升泰笑道：「先生便是帳房中先生。」那侍僕這才大聲應了一個「是」，轉身出去。,玄悲大師死於自己的招式「大韋陀杵」，黃眉僧推論這就是姑蘇慕容氏的「以彼之道，還施彼身」。保定帝也列舉河北駱氏三雄、山東章虛道人，也都死於自身招式；章虛道人死於慕容博之手，而「以彼之道，還施彼身」八個字，正是從章虛道人口中傳出，段正淳便聯想到柯百歲之死，於是邀請崔、過二人一同商議。
不多時崔百泉和過彥之來到暖閣。段正淳先給保定帝、黃眉僧等引見了,崔百泉才顫聲道：「沒有……嗯……大概……好像沒有……這個……」,過彥之證實了段正淳心中所想，崔百泉聽聞殺害師兄的兇手是姑蘇慕容氏，心驚膽戰、神情緊張。
黃眉僧道：「老衲曾有一件親身經歷，不妨說將出來，供各位參詳。,眾人這才明白，原來他生具異相，心臟偏右而不偏左，當年死裡逃生，全由於此。,黃眉僧回憶起少年時的親身經歷。他曾在剛出道不久時，遇過一名六七的婦女，與她十五六歲的兒子，兩人對他的金剛指瞭如指掌，甚至說他只有三成火侯。黃眉僧又驚又怒，當下與少年比劃，未料少年指力更勝他一籌，並且以金剛指點在他的左胸，將他重創，幸虧黃眉僧心臟偏右，幸運逃過死劫，如今左胸還有留有一個一吋深的凹洞。
黃眉僧縛好僧袍上的布帶，說道：「似這等心臟生於右邊的情狀，實是萬中無一。,眾人默然不語，對崔百泉鄙視之心都收起了大半，均想以黃眉僧這等武功修為，尚自對姑蘇慕容氏如此忌憚，崔百泉嚇得神不守舍，倒也情有可原。,黃眉僧當時身受重創後，意識模糊之際，聽聞婦人對兒子說：「姑蘇姓慕容的……」云云，料定這對母子是姑蘇慕容家的人。其後，黃眉僧至大理國，出家為僧，雖已參悟生死，但回憶起這段遭遇，仍心有餘悸。眾人聽了以後，便收起了對崔百泉表現怯懦的鄙視之心。
崔百泉說道：「黃眉大師這等身分，對往事也毫不隱瞞，姓崔的何等樣人，又怕出什麼醜了？,他這話對「大理段氏」實在頗為不敬，但也無人理會。,崔百泉聽了黃眉僧的一番話，也說起自己的遭遇。崔百泉曾在南陽府城屠殺欺壓良民的土豪呂慶圖一家。在呂家書房遇見正在談論「凌波微步」的一對夫妻，對崔百泉並不畏懼也不理會，以尋常的算盤珠子，點住崔百泉繼續談論。臨走前男子為崔百泉解開穴道，並揚言下次見面取他性命。其後，柯百歲以男子所使「以彼之道，還施彼身」招式，斷定此二人出自姑蘇慕容家
只聽他續道：「他這家出名的人就只一個慕容博，四十五年前，用金剛指力傷了這位大師的少年十五六歲,說道：「是，王爺吩咐，自當遵命，我們再擾一餐便了。彥之，咱們喝酒去。」帶了過彥之出外。,崔百泉依年歲推算出：當年以算盤珠子攻擊自己的人正是慕容博，也推斷慕容博是因為從柯百歲那裡，問不道自己的下落，才會對他痛下殺手，於是決定與師侄過彥之上蘇州為師兄報仇。
保定帝對段正淳道：「淳弟，明日你率同華司徒、范司馬、巴司空，前去陸涼州身戒寺，代我在玄悲大師靈前上祭參拜。」,淳弟，你須牢牢記得‘持正忍讓’這四個字。」段正淳躬身領訓。,保定帝派段正淳率華司徒、范司馬、巴司空前往身戒寺，在玄悲大師靈前代為參拜，並分別給少林寺方丈與身戒寺方丈書信。保定帝叮囑段正淳「持正忍讓」，不可捲入武林紛爭，以免為大理國民帶來災禍。
黃眉僧道：「兩位賢弟，這就別過，我還得去萬劫穀走一遭。」眾人均感詫異。,黃眉僧吩咐兩個徒兒回拈花寺，自己獨自來到萬劫谷，將段延慶震裂了的青石棋局重行拼起，一著著的從頭推想，再細察石屋和大青石的情狀。,黃眉僧認為自己在萬劫谷的棋局，贏得古怪，想再獨自回谷，弄清其中關鍵。
段正淳送了保定帝和黃眉僧出府，回到內室，想去和王妃敘話。不料刀白鳳正在為他又多了個私生女兒鍾靈而生氣，閉門不納。,當即召來親兵，命他去把華司徒手下兩名得力家將悄悄傳來，不可洩漏風聲。,段正淳送保定帝與黃眉僧出府，刀白鳳正氣惱段正淳又多了個私生女，便不讓他進到內室。段正淳只好到書房悶坐，想著當年甘寶寶懷著他的孩子，被迫嫁給鍾萬仇，不由淂心中大痛，突然想起華司徒挖的那條夫人居室的地道……
段譽在臥房中，心中翻來覆去只想著這些日子中的奇遇：跟木婉清訂了夫婦之約，不料她竟是自己妹子，豈知奇上加奇，鍾靈竟也是自己妹子。,心想：「這卷軸中的裸體圖形，多看一次，便對神仙姊姊褻瀆冒犯了一次，如此火化，正乃天意。」,段譽在臥房中回想這些日子的奇遇：與木婉清訂了婚約，不料她竟是自己的妹妹，還有鍾靈竟然也是；又思忖著鑽研「凌波微步」的慕容博與吩咐他殺盡逍遙派的「神仙姐姐」是什麼關係？其後又發現懷中有著「神仙姐姐」神功與裸體的卷軸已經毀損，便將其投入火爐燒掉。
眼見天色已晚，於是到母親房去，想陪她說話，跟她一起吃飯。來到房外，卻見房門緊閉。,段譽呆呆望著她母女倆的背影隱沒在黑暗之中，良久良久，凝立不動。月亮漸漸升至中天，他兀自呆立沉思。,夜裡，段譽散步於後花園，遇見木婉清與秦紅棉母女正要離開鎮南王府。段譽挽留木婉清，她邀他同死，來世再做夫妻，段譽害怕不從，秦紅棉母女隨即離去。其後，又遇見南海鱷神潛入王府。
突然間後頸一緊，身子被人淩空提起，一人低聲笑道：「你要死還是要活？做我師父，是死師父，做我徒兒，是活徒兒！」正是南海鱷神的聲音。,鍾萬仇一推房門，發覺房門內閂，但在窗外已見到一個男子的黑影，大叫：「房裡有男人，我……我見到了！」等不及叫妻子來開門，砰的一聲，飛足向門踢去。,段正淳帶著華赫艮的兩名得力家將，重返萬劫谷，巧遇崔百泉與過彥之仗義前來協助尋找鍾靈下落。其後段正淳與崔百泉分頭行事，段正淳潛入甘寶寶房中，情話綿綿之際被鍾萬仇發現行蹤。
段正淳聽得鍾萬仇踢門，幸好門閂牢固，房門一時沒給踢開，腦中閃過一個念頭：「不能殺他！」,雲中鶴一怔，叫道：「你呵得我著？再試試看。」說著縱身向她撲去。,段正淳聽見鍾萬仇踢門，連忙鑽入地洞。鍾萬仇進門後，找不到男人，喜悅大勝，以為是自己酒醉眼花，連忙向甘寶寶賠笑。這時突然聽見鍾靈大叫，雲中鶴在她後面死命追趕，鍾萬仇出手攻擊雲中鶴。
原來今早鍾靈給雲中鶴抱了去，拼命掙扎，卻哪裡掙得脫他的掌握？心裡怕得要命，只聽得南海鱷神遠遠追來,又叫：「爹爹，你不能傷了嶽老三！」便自走了。,一早鍾靈被雲中鶴擄走，南海鱷神追來，告訴鍾靈雲中鶴的武功罩門在腋下的「極泉穴」，於是鍾靈呵他癢，逃出他的掌握。鍾萬仇隨即追趕而來，雨南海鱷神胡亂爭辯，自言懷疑鍾靈不是自己的親生女。鍾靈趁隙逃脫，回到萬劫谷。
她回到萬劫穀來，疲累萬分，到自己房中倒頭便睡。睡到半夜裡，只聽得雲中鶴大呼小叫,叫了幾聲，不見南海鱷神出來，當即鑽進地洞，抓住了南海鱷神雙腳，奮力要拉他出來。,鍾靈回到萬劫谷，回房倒頭便睡，半夜聽到雲中鶴呼喊搜索，趕緊逃到母親臥室，又趁亂躲進地道，雲中鶴和鍾萬仇見狀也跟著進去。南海鱷神與段譽抵達萬劫谷，見三人進入地道，也一同鑽進，其後來勸南海鱷神與雲中鶴的葉二娘，也跟了下去。
段譽叫道：「喂喂，你們不可傷我鍾靈妹子，她本來是我沒過門的老婆，現下是我妹子啦！」,「淳哥，淳哥，他叫我‘親親寶寶’，他抱著我親我，這次是真的，不是做夢！」,地道中，逐次進入的人都抓住前人的足踝，段譽在不知不覺中，吸取了所以有人的內力，前面眾人都有內力進而後出的流通之感，但到了後來，內力卻不斷被吸走；只有段譽吸取了眾人內力儲入膻中氣海，像是要炸裂了一樣。
段譽胸口煩熱難忍，手上力道卻越來越大，這時地道中眾人的內力，幾有半數都移入了他體內。,「夫人，對不住，我……我又冤枉了你！」這時精力耗竭，爬在地洞口不住喘氣，再也站不起來了。,段譽隨後將眾人從地洞拉出，竟發現還有崔百泉和黃眉僧在其中，他二人當時拉住了鍾靈。
黃眉僧、崔百泉、葉二娘、南海鱷神、雲中鶴五人都坐在地下，運氣調息。,三人又調息半晌，慢慢站起，向黃眉僧微微躬身，出房而去。此時三大惡人喪敗之余，已全無半分惡氣。,黃眉僧等五人出地道後運氣調息，此時三大惡人已無惡氣。
黃眉僧、崔百泉、段譽三人別過鍾萬仇夫婦與鍾靈，出穀而去，來到谷口，段正淳帶著兩名家將正在等候。段正淳、段譽父子相見，俱感驚詫。,黃眉僧內力強勁，足可與雲中鶴、鍾萬仇、南海鱷神、葉二娘等撐持良久，豈料在這一役中，黃眉僧與崔百泉的內力，卻也有一小半因此移入了段譽體內。,黃眉僧、崔百泉與段譽隨後出谷，在谷口見段正淳帶著兩名家將等候著。原來段正淳鑽出地道時，發現崔百泉在旁守候，崔百泉自告奮勇進入探查，防止夫人遭受丈夫毒手，卻在其中看到鍾靈被雲中鶴捉住；而黃眉僧思索棋局之際，聽見地道中有怪聲，便從石屋鑽進地道，才遭遇內力流失的事。
