此段落最初的2-5句話,此段落最末的2-5句話,段落大意
段譽和王語嫣面面相對，呼吸可聞，雖身處污泥，心中卻充滿了喜樂之情,是啊，咱們快瞧瞧去。」,段王兩人在井中待了良久，上去時段譽發現自己功力大增，卻不知是吸收了鳩摩智的內力，兩人出井後在山中將自己清潔乾淨，之後才回去。
兩人匆匆回迎賓館來，將到門外，忽聽得牆邊有人說道：,到了青鳳閣再說，段譽既到，便不怕揭露機關了。,兩人回來時遇到慕容復，知道木婉清代替他去赴宴，像慕容復發誓絕不和他爭駙馬，並與他們一起到皇宮。
一行數人穿過御花園，遠遠望見花木掩映中露出樓臺一角，閣邊挑出兩盞宮燈,宗贊王子道：「這行了嗎？」,到達地點，眾人進入，一位少女走出來，眾人都以為是公主，但其實只是他的婢女，她說待各位用茶後，公主另有諭示，吐蕃王子很快就吃完了。
那宮女臉上微微一紅，神色嬌羞，說道：,這一去之後，再隔三年五載也不能聚會一般。,用茶後，公主請各位至書房賞畫，並說女扮男裝及年過四十的人就在這休息等候就行，引起包不同不滿，段譽進去前不捨王語嫣。
一行人走過一條長長的甬道，心下都暗暗納罕：「這青鳳閣在外面瞧來,那宮女道：「這裡便是公主殿下的內書房，請眾位隨意觀賞書畫。」,眾人走過一個又一個石門，來到深澗旁，進入書房前需得經過此處，上面有鐵絲可通過。
眾人見這廳堂的模樣和陳設極是特異，空空蕩蕩，更無半分脂粉氣息，居然便是公主的書房，都大感驚奇。,心想王姑娘的畫像在這裡又出現了一幅，與師父給我的那幅畫相像，圖中人物相貌無別，只是姿式不同。,書房內有人觀看字畫，有人查看畫架，而包不同對字畫大加譏彈，明顯是胡亂批評，而段譽則看到一幅舞劍圖，圖中女子與王語嫣十分相似，令其看得出神。
段譽越看越奇，忍不住伸手去摸那幅圖畫，只覺圖後的牆壁之上，似乎凹凹凸凸的另有圖樣。,他說這話之前，本有人正在伸手撫摸石壁上的圖形線刻，一聽之下，才縮手不摸，強自收懾心神。,段譽忍不住用手去摸畫，卻發現牆壁有凹凹凸凸的圖樣，虛竹認出那是李秋水的武功，不能輕易看，其他人也看到圖樣，虛竹請蕭峯幫忙讓大家遠離，蕭峯把火全熄了。
蕭峰低聲道：「得罪莫怪！快請開了石門，放大夥兒出去。」,只段譽一人最是開心，決意揀取那幅《湖畔舞劍圖》，俾與王語嫣並肩賞玩。,蕭峯抓住婢女，但細想她也曾提醒包不同不要看，公主殿下來了，貼身宮女代公主向各位抱歉，並說公主會每人送一幅畫。
宗贊王子聽來聽去，都是那宮女代公主發言，,包先生請在這邊休息。第二位請過來。」,貼身宮女說要見公主，需得回答三個問題，包不同率先回答。
段譽急於出去和王語嫣相聚，公主見與不見，毫不要緊,段譽急於出去和王語嫣相聚，公主見與不見，毫不要緊,段譽急著出去與王語嫣相聚，第二出來回答。
宗贊聽那宮女對段譽言辭間十分客氣，相待頗為親厚，心中醋意登生,若不是要將此事看個水落石出，早就先行離去了。,再來是吐番王子宗贊，她的回答倒有一半人與他存著同樣心思。
正納悶間，忽聽得慕容複的聲音說道：「在下姑蘇燕子塢慕容複，久仰公主芳名，特來拜會。」,我盼得見公主之後，能回答姊姊第二、第三個問題。」,慕容復回答，宮女卻問他蕭峯，令他不悅。
那宮女道：「請慕容公子這邊休息。蕭大俠,石室內眾人兀自喧笑不止。,慕容復回答完後，宮女想找蕭峯，卻無人回應，虛竹上前說蕭峯已經離開了，宮女請虛竹回答三個問題，虛竹說在黑暗的冰窖不知道姓名，公主有了反應叫他夢郎，虛竹也叫出夢姑！
那宮女仍挨次將這三個問題向眾人一個個問將過去，直到盡數問完，這才說道：,但這封信卻實在沒頭沒腦，不知所云，拿在手裡怔怔思索。,其餘人問完問題後都回到凝香殿喝茶等待，虛竹送來字條給段譽，，他看了也不太知道是何意思。
宗贊王子遠遠望見那宮女拿了一張書箋交給段譽，認定是公主邀他相見，不由得醋意大發,我的爸爸，也就是你的爸爸」？,吐番王子認定這是公主要與段譽相見的書信，便搶過去卻不是，後來木婉清又拿出一張紙條，又被其搶去，卻看不懂，寫著什麼我的爸爸也就是妳的爸爸。
段譽和巴天石、朱丹臣等卻心下了然，這字條是木婉清所寫,匆匆出靈州城南門，施展輕功趕上段譽等人之時，離靈州已三十餘裡了。,段譽等人聽後詢問木婉清，才知道他爸爸有危險，急忙起身出門。
