此段落最初的2-5句話,此段落最末的2-5句話,段落大意
 眾人正錯愕間，忽聽得啪的一聲，半空中飛下白白的一粒東西，打上棋盤。,旁觀眾人心下欽佩，齊聲喝彩。 , 範百齡又再次吐血，蘇星河用棋子點他的穴道止血。此時有人暗地裡出棋子，落點準確，暗器功夫能力驚人。
彩聲未歇，只聽得松樹枝葉間傳出一個清朗的聲音：「慕容公子，你來破解珍瓏， , 腰懸長劍，飄然而來，面目清俊，瀟灑閒雅。, 藏在暗處下棋的人有兩個，一位是鳩摩智，另一位為是慕容公子。
 段譽一見之下，身上冷了半截，眼圈一紅，險些便要流下淚來，, 俊雅清貴的公子哥兒，當下互道仰慕，連丁春秋也說了幾句客氣話。, 段譽見王語嫣言神一直停留在慕容公子身上。慕容複和眾人行禮廝見。
 慕容複最後才和段譽相見，說道：「段兄，你好。」, 鄧百川等一齊搶上解救，但功力已失，全都慢了一步。, 慕容複與鳩摩智對奕，卻因鳩摩智的一句話拔刀自刎。
段譽食指點出，叫道：「不可如此！」 , 「哪一個大理段家的人在此？是段正淳嗎？」正是「惡貫滿盈」段延慶。, 段譽使出六脈神劍阻止慕容複自刎。從幻術中清醒的慕容複問段譽六脈神劍的事時，段延慶出現了。
 朱丹臣等立時變色。只聽得一個金屬相擦般的聲音叫道：「我們老大，才是正牌大理段氏，, 玄難贊道：「大理段氏武功獨步天南，真乃名下無虛。」, 段延慶、葉二娘、南海鱷神三人並肩而至要來跟聰辯先生下棋。
 段譽見過段延慶當日與黃眉僧弈棋的情景，知他不但內力深厚，, 氣憤憤地道：「不傷便不傷，打什麼緊！」又將虛竹放落。,換段延慶和蘇星河對奕，虛竹在旁邊插了一句話被南海鱷神提起來，因段譽的話又放落。 
眾人見這個如此橫蠻兇狠的南海鱷神居然聽段譽的話，對他以「徒兒」相稱也不反口，都感奇怪。 , 用正道是解不開的，但若純走偏鋒，卻也不行！」, 虛竹反省自己剛剛說過的話，段延慶下棋被玄難說走偏了，難以挽救。
段延慶左手鐵杖停在半空，微微發顫，始終點不下去，過了良久， ,此刻深悔入邪，自怨自責，自製之力減弱，隱伏在心底的自盡念頭又冒了上來。,這個珍瓏變幻百端，因人而施，愛財者因貪失誤，易怒者由憤壞事。段延慶下了下竟起了自盡的念頭。
 周圍的諸大高手之中，玄難慈悲為懷，有心出言驚醒，, 但第四股後勁卻沒有了，南海鱷神睜眼罵道：「你奶奶個雄！」放落了虛竹。, 周圍的高手，面對此況，有的是幸災樂禍，有的想出手相救就不知如何做，有的是看不出來。南海鱷神想丟出虛竹，以防止段延慶點自己的死穴，卻被丁春秋阻止了。
丁春秋發了這一掌，心力稍弛，段延慶的鐵杖停在半空，不再移動。 , 丁春秋向虛竹瞧了一眼，目中滿含怨毒之意，罵道：「小賊禿！」, 虛竹擅自加入棋局，閉眼亂放，被大家笑是胡來，段延慶卻從想要自盡的幻境中醒來。
 段延慶看了棋局變化，已知适才死裡逃生，乃出於虛竹的救援，好生感激，, 想到此節，霎時之間全身大汗淋漓。, 蘇星河堅持要虛竹繼續下棋，虛竹聽到有聲音指指示他如何下棋便照做，殊不知那人就是段延慶。因為虛竹亂下，棋局有了新的可能。
 段譽初時還關注棋局，到得後來，一雙眼睛又只放在王語嫣身上，, 白棋大勝，便解破了這個珍瓏棋局，拍手笑道：「好像成了吧？」, 段譽顧著看王語嫣，但是王語嫣還是只看慕容複，這時虛竹的白棋就要贏了。
 蘇星河滿臉笑容，拱手道：「小神僧天賦英才，可喜可賀。」, 以左掌消解了「控鶴功」，右掌連拍兩下，將他打了進去。, 虛竹解開了珍瓏，蘇星河請他進入沒有門戶的小木屋，虛竹用掌劈開門板。
 這兩掌力道剛猛，虛竹撞破一重板壁後，額頭砰的一下，又撞在一重板壁之上，只撞得昏天黑地，,繩子也是黑色，二黑相疊，繩子便看不出來，一眼瞧去，宛然是淩空而坐。, 虛竹進了屋聽見一個聲音說棋局是他布的，這個人還說他醜，懸吊在繩子上相是凌空一樣。
虛竹的相貌本來頗為醜陋，濃眉大眼，鼻孔上翻，雙耳招風，嘴唇甚厚， , 眼前這老者龍鍾不堪，看來沒一百二十歲，總也有一百歲。, 那人問起虛竹的名字，問起喬峰，又問破解棋局的事，便覺虛竹磕頭，虛竹也沒多想就嗑了，不知那就是在拜師，後來那人把自己的內壢灌入虛竹體內，自己反而衰老。
 那老人眯著雙眼，有氣沒力地一笑，說道：「大功告成了！,只道老前輩已給他害死了，原來老前輩尚在人世，那……那可好得很，好得很。」 , 虛竹得到那人的七十年功力，他要虛竹去殺了丁春秋。
 那老人歎了口氣，說道：「當年這逆徒勾結了我師妹，突然發難，, 說了兩個「你」字，突然間全身發抖，慢慢俯下身來，雙手撐在地下，似乎便要虛脫。, 老人向虛竹交代後要如何去尋找練功的方法，突然就全身發抖快要虛脫。
 虛竹吃了一驚，忙伸手扶住，道：「老……老前輩，你怎麼了？」, 砰的一聲，額頭撞在地下，就此不動了。, 老人給了虛竹自己的功力，所以逐漸衰弱，他無力地幫他戴寶石指環，說他事他的第三弟子，之後便倒地不動。
虛竹忙伸手扶起，一探他鼻息，已然氣絕，忙合十念佛 , 轉身從板壁破洞中鑽了出去，只輕輕一躍，便躥過兩道板壁，到了屋外。, 虛竹發現老人已經斷氣了，合掌念佛，離開木屋。
