此段落最初的2-5句話,此段落最末的2-5句話,段落大意
暮色蒼茫中出得衛輝城來，道上已聽人傳得沸沸揚揚，契丹惡魔喬峰如何遽下毒手，害死了譚公夫婦和趙錢孫。多半這三人忽然失蹤，眾人尋訪之下，找出了沉船。這些人說話之時，東張西望，唯恐喬峰隨時會在身旁出現。殊不知喬峰當真便在身旁。,這時救火的人愈聚愈多，但火勢正烈，一桶桶水潑到火上，霎時之間化作了白氣，卻哪裡遏得住火頭？一陣陣火焰和熱氣噴將出來，只沖得各人不住後退。眾人一面歎息，一面大罵喬峰。鄉下人口中的污言穢語，自是難聽之極了。,一路上，喬峰和阿朱一直聽到殺死譚公等三人的兇手是喬峰的消息。他們兩人不斷地連夜趕路，希望能夠比敵人更早抵達目的地。
阿朱生怕喬峰聽了這些無理辱駡，大怒之下竟爾大開殺戒，這些鄉下人可就慘了，偷眼向他瞧去，只見他臉上神色奇怪，似傷心，又似懊悔，但更多的還是憐憫，好似覺得這些鄉下人愚蠢之極，不值一殺。只聽他歎了口長氣，黯然道：「去天臺山吧！」,天臺山在浙東。兩人自泰安一路向南，這一次緩緩行來，恰似遊山玩水。喬峰和阿朱談論江湖上的奇事軼聞，若非心事重重，實足遊目暢懷。,喬峰很無奈，決定要前往天臺山見智光大師。
這一日來到鎮江，兩人上得金山寺去，縱覽江景，喬峰瞧著浩浩江水，不盡向東，猛地裡想起一事，說道：「那個‘帶頭大哥’和‘大惡人’，說不定便是一人。」阿朱擊掌道：「是啊，怎地咱們一直沒想到此事？」,喬峰點了點頭，道：「那也說得是。」向她微微一笑，說道：「他既不敢來害我，自也不敢走近你身邊。你別害怕。」過了半晌，歎道：「這人當真工於心計。喬某枉稱英雄，卻給人玩弄於掌股之上，竟無還手之力。」,喬峰覺得，‘帶頭大哥’和‘大惡人’極有可能是同一個人，或是關係非常密切的兩人。
過長江後，不一日又過錢塘江，來到天臺縣城。喬峰和阿朱在客店中歇了一宿。次日一早起來，正要向店伴打聽上天臺山的路程，店中掌櫃匆匆進來，說道：「喬大爺，天臺山止觀禪寺有一位師父前來拜見。」,喬峰道：「如此叨擾了。」暗想：「智光禪師有德于民，他害死我爹娘的怨仇，就算一筆勾銷。只盼他肯吐露那帶頭大哥和大惡人是誰，我便心滿意足。即使他不肯說，我也決不用強。」當下隨著朴者和尚出得縣城，徑向天臺山而來。,喬峰和阿朱來到天臺縣城，一位僧人主動到客店為他們帶路上山覲見智光大師，讓他們非常驚訝。原來這一切都是智光大師的安排。
天臺山風景清幽，但山徑頗為險峻，崎嶇難行。相傳漢時劉晨、阮肇誤入天臺山遇到仙女，可見山水固極秀麗，山道卻盤旋曲折，甚難辨認。喬峰跟在朴者和尚身後，見他腳力甚健，卻顯然不會武功，但他並不因此放鬆了戒備，尋思：「對方既知是我，豈有不嚴加防範之理？智光禪師雖是有德高僧，旁人卻未必都和他一般心思。」,喬峰忙道：「好說，好說。喬某不知五位高人在後，否則的話，早該回身迎上叩見。」心想他們一路從衛輝跟來，有備而至，瞧這五人舉止大是勁敵，只怕便要在這涼亭中惡鬥一場，如何照顧阿朱，倒非易事。,喬峰和阿朱在山路上的一座涼亭休息，這時涼亭來了五位老者休息，他們互相打招呼。
那姓杜老者續道：「唯大英雄能本色。喬大爺，你自報真姓名，行事光明磊落，咱們的用意，也就不必相瞞。止觀寺智光禪師是有德高僧，我師兄弟五人特地趕來，是求你別傷害於他。」喬峰道：「五位老先生言重了。五位倘若同時出手，便可取了喬峰性命，何必說到這個‘求’字？喬峰前往求見智光禪師，只是請他老人家指點迷津。不論他肯說還是不說，在下禮敬而來，禮敬而去，不敢損傷禪師一毫一發。」,喬峰道：「這些人沒一個是我殺的。譚氏夫婦和趙錢孫不肯說那帶頭大哥的名字，在下確是使過一些逼迫，但他們寧死不屈，不肯出賣朋友，確是好漢子的行徑，在下心中甚為佩服，決計沒傷他們性命。到底是誰下的手，在下正要追查個水落石出。喬峰身蒙不白奇冤，江湖上都冤枉我殺害義父、義母、恩師，其實這三位老人家視我有若親兒，我大恩未報，怎能有一指加於他們身上……」說著語音已有些唔咽。,姓杜老者主動說明動機，請喬峰不要傷害智光禪師。喬峰解釋他求見智光禪師，是為了請禪師指點迷津，絕對不會傷害禪師。
那姓杜老者道：「我們五兄弟此番趕來，不敢說能強行阻止喬大爺傷害智光禪師，但要老實跟喬大爺說一件千真萬確之事。那位帶頭大哥說道，為了他一人，江湖上已有這許多好朋友因而送命，他自覺罪孽深重。聚賢莊一戰，損傷的人更多。那帶頭大哥說：當年雁門關外那件事，他是大大的錯了，早就該償了自己性命謝罪，喬大爺若去找他報仇，他決意挺胸受戮，決不逃避……」,喬峰越聽越奇，說道：「哪有此事？老先生是聽那位帶頭大哥親口所說，還是旁人轉告的？」那姓杜老者道：「千真萬確，那帶頭大哥的的確確是這個意思。老朽在江湖上薄有微名，我這四位師弟，也都不是無名之輩，我們五個人言出如山，此刻未能奉告真實姓名，喬大爺事後必知。」喬峰道：「然則請問那位帶頭大哥到底是誰？」,姓杜老者說帶頭大哥自覺罪孽深重，若喬峰去找他報仇，他決不逃避。
那姓杜老者搖搖頭，歎了口氣，說道：「老夫武功遠遠不如喬大爺，但仍當獻醜，跟你對上一掌，不過想讓你知道，我師兄弟五人決不會一派胡言。」說著站到一邊，客客氣氣地道：「喬大爺，在下領教你一招高明掌法！」,驚惶中忙回收掌力，心知此舉危險萬分，對手這一下如是誘招，自己回收掌力時，若趁機加強掌力擊來，兩股掌力合併齊發，自己雖留有餘力，勢不免重傷，霎時間心中閃過一個念頭：「我這一死，阿朱就此無人照顧了！」不禁慘然變色。豈知自力甫回，那姓遲老者急速撤掌，退後一步，一躬到地，說道：「多謝喬幫主大仁大義，助我悟成這‘般若掌’的‘一空到底’。」,五位長者輪流跟喬峰過招對一掌，領教對方的功力，同時也是以武功表明自己身份。
喬峰額頭汗水涔涔而下，适才可說死裡逃生，這時與阿朱實是再世相逢，激動之下，忍不住過去握住了阿朱的手。,五名老者站起身來，抱拳道：「這就別過，後會有期！」阿朱道：「五位爺爺，多多保重身子。」那姓杜老者道：「你也保重。」五人走出涼亭，向來路而去。五人走一段路，便回頭瞧瞧喬峰與阿朱。阿朱不斷向他們揮手，直至五人轉過山坳，不再見到背影。,喬峰覺得自己差點被打死，嚇得很激動，忍不住抓住阿朱的手。
阿朱輕聲問道：「喬大爺，剛才你抓著我手，為什麼微微發顫？」喬峰略覺尷尬，說道：「剛才我險些兒讓那姓遲的老先生打死。我想到你孤零零的留在世上，沒人照顧，心裡難過……」,遼國的國姓是耶律，皇后歷代均是姓蕭。蕭家世代後族，將相滿朝，在遼國極有權勢。有時遼主年幼，蕭太后執政，蕭家威勢更重。喬峰忽然獲知自己乃是契丹大姓，一時之間，百感交集，出神半晌，轉頭對阿朱喟然道：「從今而後，我是蕭峰，不再是喬峰了。」阿朱道：「是，蕭大爺。」,阿朱故意問喬峰握住她手的事，喬峰不好意思的表示，他當時差點被打死，想到阿朱沒人照顧，所以才很激動難過。
智光道：「蕭大俠，雁門關外石壁上所留的字跡，你想必已經見到了？」蕭峰搖頭道：「沒有。我到得關外，石壁上的字跡已給人鏟得乾乾淨淨，什麼痕跡也沒留下。」,蕭峰聽智光說完，恭恭敬敬地將大布拓片收起，說道：「這是蕭某先人遺澤，求大師見賜。」智光道：「原該奉贈。」,蕭峰向智光大師報告岩石上的刻字已被人清除，智光大師將刻字的拓片交給他。
過了半晌，蕭峰道：「在下當日在無錫杏子林中得見大師尊范，心中積有無數疑團，懇請大師指點迷津。」,蕭峰定睛看時，不由得大吃一驚，見他臉上雖有笑容，卻似僵硬不動。,蕭峰繼續向智光大師請教內心的疑問。
走出十余裡，蕭峰說道：「阿朱，我全無加害智光大師之意，他……他……他又何苦如此？」阿朱道：「這位高僧看破紅坐，大徹大悟，原已無生死之別。他以為徐長老等人都是你殺的，他決意不說那帶頭大哥的名字，自忖難逃你毒手，跟你說了那番話後，便即服毒自盡。」,阿朱介面道：「有一個人敬重你、欽佩你、感激你、願意永永遠遠、生生世世陪在你身邊，和你一同抵受患難屈辱、艱險困苦。」說得誠摯無比。,阿朱安撫蕭峰說，智光大師已經看破紅塵，已無生死之別，又不想說出帶頭大哥的名字，因此服毒自盡。
前任丐幫副幫主馬大元的家住在河南信陽鄉下。丐幫總舵在河南洛陽，信陽與衛輝離總舵均不甚遠，都是在京西南北兩路之內。蕭峰偕阿朱從江南天臺山前赴信陽，走的大半倒是回頭路，千里迢迢，在途非止一日。,當下在小客店中便裝扮起來。阿朱將蕭峰扮作了一名丐幫的五袋弟子，算是白長老的隨從，叫他越少說話越好，以防馬夫人精細，瞧出了破綻。蕭峰見阿朱裝成白長老後，臉如寒霜，不怒自威，果然便是那個丐幫南北數萬弟子既敬且畏的執法長老，不但形貌逼肖，而說話舉止更活脫便是個白世鏡。蕭峰和白長老相交十年以上，竟看不出阿朱的喬裝之中有何破綻。,喬峰和阿朱商討讓馬夫人說出帶頭大哥的方法。他們決定喬裝成白長老的樣子。蕭峰則打扮成白長老的隨從 ，避免被馬夫人看出破綻。
兩人將到信陽，蕭峰沿途見到丐幫人眾，便以幫中暗語與之交談，查問丐幫中首腦人物的動向，再宣示白長老來到信陽，令馬夫人先行得到訊息。只要她心中先入為主，阿朱的裝扮中即便露出了破綻，她也不易知覺。,馬夫人又讓二人回到客堂，不久老婢開上晚飯，木桌上擺了四色菜肴，青菜、蘿蔔、豆腐、胡瓜，全是素菜，熱騰騰的兩大盤饅頭，更無酒漿。阿朱向蕭峰望了一眼，心道：「今晚你可沒酒喝了。」蕭峰不動聲色，拿過饅頭便吃。,兩人故意在路上放消息表示白長老的到來，並故意選傍晚時分抵達，這樣較容易蒙混過去。
晚飯過後，馬夫人道：「白長老遠來，小女子原該留客，只是孀居不便，不知長老還有什麼吩咐麼？」言下便有逐客之意。阿朱道：「我這番來到信陽，是勸弟妹離家避禍，不知弟妹有什麼打算？」,只聽阿朱道：「到得十五，月亮自然又圓又亮，唉，只可惜馬兄弟卻再也見不到了。」馬夫人道：「你愛吃咸的中秋餅子，還是甜的？」蕭峰更加奇怪，心道：「馬夫人死了丈夫，神智有些不清楚了。」阿朱道：「我們做叫化子的，吃中秋餅還能有什麼挑剔？找不到真凶，不給馬兄弟報此大仇，別說中秋餅，就是山珍海味，入口也沒半分滋味。」,阿朱在晚餐之後，故意向馬夫人說有機密之事，還故意支開蕭峰，取得馬夫人信任。
馬夫人默然不語，過了半晌，冷冷地道：「白長老全心全意，只是想找到真凶，為你大元兄弟報仇雪恨，真令小女子感激不盡。」阿朱道：「這是我輩份所當為之事。丐幫數萬兄弟，哪一個不想報此大仇？」馬夫人道：「這位帶頭大哥地位尊崇，聲勢浩大，隨口一句話便能調動數萬人眾。他最喜庇護朋友，你去問他真凶是誰，他無論如何是不肯說的。」,馬夫人道：「段氏雖在大理稱皇，可是段家並非只有一人，不做皇帝之人便常到中原。這位帶頭大哥，乃大理國當今皇帝的親弟，姓段名正淳，封為鎮南王的便是。」,馬夫人說帶頭大哥是地位尊崇，聲勢浩大，隨口一句話便能調動數萬人眾的人物。
蕭峰聽到馬夫人說出「段正淳」三字，不由得全身一震，數月來千里奔波、苦苦尋訪的名字，終於到手了。,阿朱道：「弟妹說得是，我守口如瓶，決不洩露。」馬夫人道：「白長老，你最好立一個誓，以免我放心不下。」阿朱道：「好，段正淳便是帶頭大哥這件事，白世鏡倘若說與人知，白世鏡身受千刀萬剮的慘禍，身敗名裂，為天下所笑。」她這個誓立得極重，實則很滑頭，口口聲聲都推在「白世鏡」身上，身受千刀萬剮的是白世鏡，身敗名裂的是白世鏡，跟她阿朱可不相干。,蕭峰終於知道帶頭大哥的身份。
阿朱沉吟片刻，說道：「弟妹，聽說那段正淳現今不過中年，但雁門關外一役，總有三十年了吧，只怕年歲不對。」馬夫人問道：「白長老，你見過段正淳麼？」阿朱道：「我沒見過。」,馬夫人道：「我曾聽先夫說起過，鎮南王段正淳風流好色，年紀一大把，卻愛扮作少年人去勾引女子。他內功深湛，五六十歲的人，卻練得四十來歲模樣。其實呢，白長老，他比你還大上好幾歲呢！」,馬夫人告訴阿朱關於段正淳的事，說他已有五六十歲，但卻看起來只有四十來歲模樣。
阿朱道：「那我便到大理去拜訪鎮南王，旁敲側擊，請問他去年中秋，在他府上做客的有哪幾個人，便可查到害死馬兄弟的真凶了。不過此刻我總還認定是喬峰。趙錢孫、譚公、譚婆三人瘋瘋癲癲，說話不大靠得住。」,馬夫人道：「查明兇手真相一事，那便拜託白長老了。」阿朱道：「馬兄弟跟我便如親兄弟一般，我自當盡心竭力。」馬夫人泫然道：「白長老情義深重，亡夫地下有知，定然銘感。」阿朱道：「弟妹多多保重，在下告辭。」當即辭出。,阿朱決定到大理拜訪鎮南王，以調查真相，並離開馬夫人家。
