此段落最初的2-5句話,此段落最末的2-5句話,段落大意
段譽顫聲問道：「他當真一點也不知你……你對他這麼好？」,不過，你如見到我表哥，可別說他不會這門武功，更加不可說是我說的，他聽了要大大生氣……」,之後，王姑娘再度問起為何少林派皆認為是慕容氏殺的人？段譽見無法再瞞，便說：少林寺的玄悲大師到大理後，在身戒寺被自己所擅長的武功「大韋陀杵」打死，因此少林派推測只有姑蘇慕容氏才會的「以彼之道，還施彼身」。
正說到這裡，忽聽得兩人急奔而來，卻是小茗和幽草。,王語嫣心道：「什麼第一句、第二句，只怕連一百句、二百句話也說過了。」,語畢，幽草神色驚慌地來找王姑娘，說王夫人因為阿朱阿碧擅自帶男子到曼陀山莊，要砍二女右手。
王夫人道：「怎麼？似你這等面慈心軟，這一生一世可不知要吃多少虧呢。」,忽聽得一人低聲問道：「姑娘，怎麼了？」王語嫣抬頭一看，正是段譽，忙道：「你……你別跟我說話。」,王夫人更下令若是任何人和段譽說一句話，都一齊割了舌頭。
原來段譽見王語嫣去後，發了一陣呆，迷迷惘惘地便跟隨而來，遠遠等候，,「我陪你去，路上有什麼事，一切由我來應付就是。」至於他行走江湖的經歷其實也高明得有限，此刻自然決計不提。,段譽見王語嫣對了王夫人不願意去救慕容複而苦惱，便慫恿她逃家去找慕容複，並誇大自己行走江湖的本事。
王語嫣秀目緊蹙，側頭沉吟，拿不定主意。段譽又問：「阿朱、阿碧她們怎樣了？」,心中怦怦亂跳，他好生關懷二女，臉上登時全無血色。,且段譽心繫朱碧二人的情況，他知道只有慕容複能打動王語嫣，便以退為進，希望能帶二女一起逃走。
王語嫣道：「嚴媽媽，我媽有事跟你說，請你過去。」,嚴媽媽道：「你等一會，好快就有了。」轉頭向王語嫣道：「小姐，表少爺很喜歡這兩個丫頭吧？」,嚴媽媽最見不得漂亮的小姑娘，恨不得趕緊砍了朱碧二女的右手，那才好看。
王語嫣道：「是啊，你還是別傷了她們的好。」,王語嫣大急，道：「喂，喂，你別去問夫人，我媽要生氣的。」,王語嫣和段譽的計謀被嚴媽媽識破，王語嫣反被鐵絲扣住腰身。
嚴媽媽更無懷疑，小姐定是背了母親弄鬼，為了維護表哥的使婢，假傳號令。她要趁機領功，,內力卻頗有限，不到一盞茶時分，已然神情委頓，只上氣不接下氣地求道：「放……開我，放……放……放手……」,段譽要阻止嚴媽媽去找王夫人，抓住嚴媽媽的手，也被扣住腰身在柱子上，於是另一隻手緊抓著嚴嬤嬤不放，此時嚴媽媽便發現自己的內力快速流失，片刻已經全身無力。
段譽道：「你開機括先放我啊。」嚴媽媽道：「是，是！」,自是求之不得，忙道：「小姐但有所詢，自當和盤托出，不敢有半點藏私。」,王語嫣見段譽竟然會化功大法，心中鄙夷。段譽則稱這是他大理段氏的六陽融雪功，和那邪惡的化功大法不同。
阿朱和阿碧萬萬料不到段譽會在這緊急關頭趕到相救，而見他和王小姐談得這般投機，更大感詫異。,如此湖上泛舟，若能永遠到不了燈火處，豈不更好？」突然間眼前一亮，一顆大流星從天邊劃過，拖了一條長長的尾巴。,逃出曼陀山莊之後，眾人決議先到阿朱的聽香水榭休息一晚，再商議之後尋找慕容複之事。
王語嫣低聲說了句，段譽卻沒聽得清楚。黑暗之中，只聽她幽幽歎了口氣。,唉，但即使是她，只怕也是思念慕容公子的多，思念我段譽的少。」,段譽見王語嫣像流星祈願，也是有關慕容複的願望，心中酸澀，想起自己曾經認識的女子們，若是有一人能如此惦念他，也就足矣。
