此段落最初的2-5句話,此段落最末的2-5句話,段落大意
縱目四顧，一瞥間便見到不少武學高手，這些人倒有一大半相識，俱是身懷絕藝之輩。他一見之下，登時激發了雄心豪氣，心道：「喬峰便血濺聚賢莊，給人亂刀分屍，那又算得什麼？大丈夫生亦何歡，死又何懼？」哈哈一笑，說道：「你們都說我是契丹人，要除我這心腹大患。嘿嘿，是契丹人還是漢人，喬某此刻自己也不明白……」,只見雲中鶴緩緩掙扎著站起，蹣跚著出門，走幾步，吐一口血。群雄見他傷重，誰也不再難為他，均想：「此人罵我們是‘狗熊之會’，誰也奈何他不得，反倒是喬峰出手，給大夥兒出了這口惡氣。」,譚青出言侮辱丐幫，雲中鶴也出手，大家一時沒反應過來，沒抓住他們兩個。但喬峰出招，打死譚青，雲中鶴重傷。
喬峰說道：「兩位游兄，在下今日在此遇見不少故人，此後是敵非友，心下不勝傷感，想跟你們討幾碗酒喝。」,殊不知喬峰卻是多一分酒意，增一分精神力氣，連日來多遭冤屈，鬱悶難伸，這時一切都拋開了，索性盡情一醉，大鬥一場。,喬峰要跟大家一起喝酒，喝過酒後就絕交。馬大元的遺孀馬夫人、徐長老、白世鏡、幫會門派中的英雄豪傑等等，都過來和喬峰對飲。
他喝到五十余碗時，鮑千靈和快刀祁六也都和他喝過了，向望海走上前來，端起酒碗，說道：「姓喬的，我來跟你喝一碗！」言語之中，頗為無禮。,說到這裡，更不讓他答話，跨上一步，右手探出，已抓住他胸口，手臂振處，將他從廳門中摔將出去，砰的一聲，向望海重重撞在照壁之上，登時便暈了過去。,向望海對喬峰不禮貌，喬峰一氣之下，把他摔出門外。大家頓時亂了起來。
喬峰躍入院子，大聲喝道：「哪一個先來決一死戰！」群雄見他神威凜凜，一時沒人膽敢上前。喬峰喝道：「你們不動手，我先動手了！」手掌揚處，砰砰兩聲，已有兩人中了劈空掌倒地。他隨勢沖入大廳，肘撞拳擊，掌劈腳踢，霎時間又打倒數人。,快刀祁六這口刀是他成名的利器，今日面臨大敵，哪肯放手？右手牢牢地抓住刀柄。這麼一來，身子便高高吊在半空。這情狀本來極為古怪詭奇，但大廳上人人面臨生死關頭，有誰敢分心去多瞧他一眼？,喬峰趁著酒意，跟大家大打出手。遊驥、遊駒、丐幫徐長老、傳功長老、陳長老等紛紛加入戰團。
喬峰藝成以來，雖然身經百戰，從未一敗，但同時與這許多高手對敵，卻也是生平未遇之險。,這時他酒意已有十分，內力鼓蕩，酒意更漸漸湧將上來，雙掌飛舞，逼得眾高手無法近身。,喬峰雖然武功高強，但也是第一次面對那麼多高手。他因為喝了酒，內力鼓盪，逼得各位高手都無法靠近他。
薛神醫醫道極精，武功卻算不得第一流。他於醫道一門，原有過人的天才，幾乎是不學而會。他自幼好武，師父更是一位武學深湛的了不起人物，但在某一年上，薛神醫和七個師兄弟同時為師父開革出門。,這麼一來，玄難既無衣袖，袖裡自然也就沒有「乾坤」了。他狂怒之下，臉色鐵青，喬峰只如此一掌，便破了他的成名絕技，今日丟的臉實太大，雙臂直上直下，向喬峰猛攻而前。,薛神醫雖然會很多門派的武功，但卻每門武功都不專精。他被喬峰的高強武功嚇呆了，發現喬峰武功真的非常高強，於是找玄難道歉。
眾人盡皆識得，那是江湖上流傳頗廣的「太祖長拳」。宋太祖趙匡胤以一對拳頭，一條杆棒，打下了大宋的錦繡江山。自來帝皇，從無如宋太祖之神勇者。那一套「太祖長拳」和「太祖棒」，是北宋武林中最為流行的武功，就算不會使的，看也看得熟了。,,玄難以為薛神醫在嘲諷少林寺武功不如喬峰高強，所以才無法攔阻喬峰出入少林寺，於是出手「袖裡乾坤」，與喬峰過招。
喬峰見旁人退開，驀地心念一動，呼的一拳打出，一招「沖陣斬將」，也正是「太祖長拳」中的招數。這一招姿勢既瀟灑大方已極，勁力更是剛中有柔，柔中有剛，武林高手畢生所盼望達到的拳術完美之境，便在這一招中表露無遺。,喬峰冷笑道：「你這也是來自天竺的胡人武術。且看是你胡人的功夫厲害，還是我大宋的本事了得？」說話之間，「太祖長拳」呼呼呼地擊出。,他們繼續使出「太祖長拳」、「天竺佛指」、「羅漢拳」、等招數對打。
忽聽得趙錢孫大聲叫道：「管他使什麼拳法，此人殺父、殺母、殺師父，就該斃了！大夥兒上啊！」他口中叫嚷，跟著就沖了上去。跟著譚公,、譚婆，丐幫徐長老、陳長老、鐵面判官單氏父子等數十人同時攻上。這些人都是武功好手，人數雖多，相互間卻不混亂，此上彼落，宛如車輪戰相似。,大夥兒繼續加入戰團，圍攻喬峰。
喬峰揮拳拆格，朗聲說道：「你們說我是契丹人，喬三槐老公公和老婆婆明明是漢人，那便不是我的父母了。莫說這兩位老人家我生平敬愛有加，絕無加害之意，就算是我殺的，又怎能加我‘殺父、殺母’的罪名？玄苦大師是我授業恩師，少林派倘若承認玄苦大師是我師父，喬某便算是少林弟子，各位這等圍攻一個少林弟子，所為何來？」,趙錢孫經歷極豐，雖倒在地下，動彈不得，卻已瞧出喬峰意欲走路，大聲叫道：「大家出力纏住他，這狗雜種想逃走！」,喬峰一邊過招，一邊解釋他不是殺父、殺母、殺師的罪人，但玄寂說他是強詞奪理。
喬峰酣鬥之際，酒意上湧，怒氣漸漸勃發，聽得趙錢孫破口辱駡，不禁怒火不可抑制，想到他曾參與雁門關外一戰，喝道：「狗雜種第一個拿你來開殺戒！」運功於臂，一招劈空掌向他直擊過去。,群雄均非膽怯怕死之人，然眼見敵人勢若癲狂而武功又無人能擋，大廳中血肉橫飛，滿耳只聞臨死時的慘叫之聲，倒有一大半人起了逃走之意，都想儘快離開，喬峰有罪也好，無罪也好，自己是不想管這件事了。,喬峰在多次過招之下，開始失去理性。
遊氏雙雄眼見情勢不利，左手各執圓盾，右手一挺短槍，一持單刀，兩人呼哨一聲，圓盾護身，分從左右向喬峰攻了過去。喬峰雖是絕無顧忌地惡鬥狠殺，但對敵人攻來的一招一式，卻仍凝神注視，心意不亂，這才保得身上無傷。,兩人左手虎口同時震裂，滿手鮮血。喬峰笑道：「好極，送了這兩件利器給我！」雙手掄起鋼盾，盤旋飛舞。這兩塊鋼盾實為攻守俱佳的利器，只聽得「啊唷」、「呵呵」幾聲慘呼，已有五人死在鋼盾之下。,遊氏兄弟與喬峰過招，但是打不過喬峰，而且還受了傷。他們的盾牌還被喬峰搶走了。
游氏兄弟臉如土色，神氣灰敗。遊驥叫道：「兄弟，師父說道：‘盾在人在，盾亡人亡。’」遊駒道：「哥哥，今日遭此奇恥大辱，咱哥兒倆沒臉活在世上了！」兩人一點頭，各自拾起自己兵刃，一刀一槍，刺入自己體內，登時身亡。,喬峰一呆，沒想到身為聚賢莊主人的游氏兄弟竟會自刎。他背一涼，酒性退了大半，心中頗生悔意，說道：「游家兄弟，何苦如此？這兩塊盾牌，我還了你們就是！」持著那兩塊鋼盾，放到遊氏雙雄屍體的足邊。,游氏兄弟的盾牌被喬峰搶走，覺得顏面盡失，於是自殺。喬峰嚇呆了，心生內疚，並把盾牌歸還到游氏兄弟的屍體旁。
他彎著腰尚未站直，忽聽得一個少女的聲音驚呼：「小心！」,譚婆怒道：「好啊，你這小鬼頭，咱們不來殺你，你卻出聲幫人。」身形一晃，揮掌便向阿朱頭頂擊落。,阿朱出聲幫喬峰躲過了偷襲，譚婆很生氣，沖向阿朱攻擊她。
譚婆這一掌離阿朱頭頂尚有半尺，喬峰已然縱身趕上，一把抓住譚婆後心，將她硬生生地拉開，向旁擲出，喀喇一聲，將一張花梨木太師椅撞得粉碎。阿朱雖逃過了譚婆掌擊，卻已嚇得花容失色，身子漸漸軟倒。喬峰大驚，心道：「她體內真氣漸盡，在這當口，我哪有餘裕給她接氣？」,當下拾起地下兩面圓盾，雙手連續使出「大鵬展翅」的招數，兩圈白光滾滾向外翻動，徑向廳口沖出。,阿朱雖然躲過了譚婆的攻擊，但體內的真氣快要耗盡了。她快要斷氣了，但喬峰來不及幫她傳輸真氣。
喬峰幾步沖到廳口，右足跨出了門檻，忽聽得一個蒼老的聲音慘然道：「先殺這丫頭，再報大仇！」正是鐵面判官單正。他大兒子單伯山應道：「是！」舉刀向阿朱頭頂劈落。,他一足反踢，將那人踢得飛出丈許之外，撞在另一人身上，兩人立時斃命。但便在此時，喬峰右肩中槍，跟著右胸又給人刺了一劍。他大吼一聲，有如平空起個霹靂，喝道：「喬峰自行了斷，不死於鼠輩之手！」,眾人要攻擊奄奄一息的阿朱，喬峰在混亂之中保護阿朱，還被砍了一刀。
但這時群雄打發了性，哪肯讓他從容自盡？十多人一擁而上。喬峰奮起神威，右手陡然探出，已抓住玄寂胸口的「膻中穴」，將他高高舉起。眾人發一聲喊，不由自主地退開幾步。,喬峰只覺背心、右胸、右肩三處傷口如火炙一般疼痛，說道：「我一身武功，最初出自少林，飲水思源，豈可殺戮少林高僧？喬某今日反正是死，多殺一人，又有何益？」當即放下玄寂，鬆開手指，朗聲道：「我不殺少林高僧，你們動手吧！」,喬峰不願意殺害少林寺的僧人，放下了玄難。
但鐵面判官單正的兩子為他所殺，傷心憤激，大呼而前，舉刀往喬峰胸口刺去。,眼見單正黝黑的臉面扭曲變形，兩眼睜得大大的，挺刀向自己胸口直刺過來，喬峰忍不住仰天大叫，呼聲似狼嗥、似虎嘯，滿腔悲憤，莫可抑制。,喬峰知道自己受重傷，無法殺出重圍。他忍不住內心的各種疑問，不禁感到非常悲傷，仰頭大吼。
