此段落最初的2-5句話,此段落最末的2-5句話,段落大意
慕容複怕王語嫣受驚吃虧，放慢腳步，陪在她身邊，只聽得包不同和風波惡兩聲呼叱， , 「就算這只銅鼎是川西桑土公一派，焉知他們不是去借來偷來的？何況常言道‘贗鼎、贗鼎’，十隻鼎倒有九只是假的。」, 鄧百川和公冶乾發現一個青銅大鼎。旁躺著一個老者，鼎中有一道煙氣上升。王語嫣說這是川西碧磷洞桑土公一派，其他人開始研究那個鼎。
慕容複等心下都有些嘀咕：「此處離川西甚遠，難道也算是桑土公一派的地界麼？」 , 委實無聊，而糾纏上了身，也甚麻煩。, 川西碧磷洞桑土公一派大都是苗人、羌人，行事與中土武林人士大不相同，擅於下毒，但是不會隨意侵犯旁人。
 慕容複微一沉吟，說道：「這是非之地，早早離去的為妙。」, 公冶乾贊道：「公子爺，好功夫！」, 慕容複指示包不同將以奄奄一息的老者殺了，逃走的路上又有兩人偷襲，都被慕複解決了。
慕容複微微一笑，繼續前行，右掌一揮，迎面一名敵人骨碌碌地滾下山坡， , 鄧百川說向聽香水榭闖去，便是往西退卻，以免讓敵人得知。, 之後又遇到其他偷襲的人，也被慕容複解決了，他們講暗號，要往西邊退去。
慕容複一聽，便即會意，但其時四下裡一片漆黑，星月無光， , 多年來銷聲匿跡，並無作為，誰也沒加留神，沒想到竟會在這裡出現。,有聲音指出他們到了萬仙大會，現場有許多洞主跟島主，他們隱居多年，慕容複沒想到會遇到他們。 
 慕容複朗聲道：「在下朋友六人，乘夜趕路，不知眾位在此相聚，, 但在這數百人的包圍之下，只不過如大海中的一葉小舟而已。,慕容複解釋這一切的誤會，他只是在趕路的途上並非故意，但對方人多勢眾不領情。 
 慕容複和鄧百川等生平經歷過無數大陣大仗，見了這等情勢，卻也不禁心中發毛，, 「姑蘇慕容氏可不是泛泛之輩。掌燈！大夥兒見上一見！」, 慕容複劍她們人多，報上名字，引起了騷動，大家想要看看他。
他一言出口，突然間東南角上升起了一盞黃燈，跟著西首和西北角上各有紅燈升起。 , 「各位請了，在下姑蘇慕容複有禮。」四周眾人有的還禮，有的毫不理睬。, 四面八方的燈火升起，慕容複向四方作揖打招呼。
西首一人說道：「慕容複，你姑蘇慕容氏愛在中原逞威，那也由得你。 , 便道：「既然如此，在下奉陪幾招，前輩請出手吧！」,大會上一位 大頭老者說要見識慕容複的本領。
 那人又呵呵呵地捧腹而笑，道：「我是在考較你，不是要你來伸量我。, 一共磕上一千零八十個頭，咱們便放你六個娃兒走路。, 大頭老者要考驗慕容複，為難他要向在座的各位嗑頭。
 包不同憋氣已久，再也忍耐不住，大聲說道：, 只須你說出我這一口痰的來歷，老夫便服了你。」, 包不同戲謔的學老者，老者用痰攻擊包不同，痰很有力還會轉彎。
 慕容複腦中念頭飛快地亂轉，卻無論如何想不起來，忽聽得身旁王語嫣清亮柔和的聲音說道, , 慕容復想不出這是什麼門派的絕活，王語嫣在一旁說出是端木洞主，也說出他的武功名字，端木洞主對她頗有好感，就不刁難慕容複了。
忽聽得遠處一人叫道：「姑蘇慕容，名不虛傳！」慕容複舉手道 , 撥動金帶帶頭，啪的一聲響，金帶和銀帶已纏在一起。, 又出現金袍與銀袍老人對慕容複出手，他使出「鬥轉星移」功夫，將兩人纏在一起。
 使地堂刀的三人單刀脫手，更不退後，呵呵發喊，張臂便來抱慕容複的雙腿。, 鼻中聞到一陣腥臭，幾欲作嘔，情知刀上喂有劇毒，邪門險惡之至。, 又有一個拿著有毒的刀子的人出現要傷害慕容複。
 他雖在一招間奪到敵人兵刃，但見敵方七八人各挺兵刃，攔在黑衣人之前相護，, 十多人將他圍在垓心，外面重重疊疊圍著的更不下三四百人。, 那奇刀，名叫綠波香露刀，被慕容複奪走，他舞刀而前，眾人皆走避。
 再鬥片刻，慕容複尋思：「這般鬥將下去，如何了局？, 「你當真不降，我可要將這如花似玉的腦袋切下來啦！」戒刀連晃，刀鋒青光閃動。, 他們轉移目標要抓王語嫣為人質威脅慕容複。
