此段落最初的2-5句話,此段落最末的2-5句話,段落大意
那鐵匠鉗起燒紅的面具，停了一陣，待其稍涼，大喝一聲，,這一切功夫，都是室裡隊長在阿紫授意之下幹的。,面具帶上後便暈了過去，醒來時面具已和臉密密吻合，拿都拿不下來，這一切都是阿紫命人做的。
阿紫每日向室裡查問，游坦之戴上面具後動靜如何，初時擔心他因此死了，未免掃興，後來知他已不會死，心下甚喜。,阿紫格格嬌笑，說道：「磕頭的聲音這麼好聽，我可從來沒聽見過，你再多磕幾個聽聽。」,阿紫見到游坦之這副模樣甚是歡喜，游坦之想服侍在阿紫身邊。
游坦之是聚賢莊的小莊主，在莊上一呼百諾，從小養尊處優，幾時受過這等折辱？,室裡答應，帶著他出去。,阿紫騙游坦之說是蕭峯要抓他回去砍成肉醬，她這樣做是救了他一命，游坦之心生感激。
過不多時，室裡又帶著遊坦之進來，已給他換上契丹人的衣衫。,室裡應道：「是！」便來拉遊坦之手臂。,游坦之清洗一番後又帶到阿紫這，阿紫為他取名鐵丑，並叫獅子和馴獅人進來，想看看鐵丑的面具是否堅固，鐵丑驚嚇。
遊坦之心想：「身入獅籠，哪裡還有命在，還不如聽姑娘的話，將鐵腦袋去試試運氣吧！」,遊坦之全身骨痛欲裂，蹣跚著走到籠邊，一咬牙，便將腦袋從鐵柵間探了進去。,鐵丑推三阻四惹得阿紫不悅，阿紫叫室里抽他三十鞭，並要他鞭打時邊說喜歡享受。
那雄獅乍見他如此上來挑釁，嚇了一跳，退開兩步，,遊坦之道：「姑娘是天仙下凡，天下第一美人，我……我……想天天見到你。」,鐵丑將頭伸進去，沒想到竟連獅子也咬不下，馴獅人大聲斥喝，鐵丑大怒，將其也一同放在獅子前，馴獅人死了，鐵丑贏了，阿紫大喜。鐵丑希望能帶在阿紫身邊。
這話無禮已極，以他此時處境，也實在大膽之極。,只道：「你休息一會兒！」站起身來，逕自走了。,此時蕭峯來了，見鐵丑恐懼異常，不去拆他的面具，阿紫覺得她身體好後蕭峯很少來看他她，心裡不快，蕭峯見她耍性子便離開了。
阿紫瞧著他背影，怔怔的只是想哭，一瞥眼見到遊坦之，滿腔怒火,好吧，你不喜歡給我打，不打你就是了。」,阿紫滿滿怒火，看到游坦之又要室里在抽他三十大鞭，游坦之不知他又犯了什麼錯。
遊坦之聽到「不打你就是了」這六個字，心中一凜,抬了下去吧！這個人不好玩！室裡，還有什麼別的玩意兒沒有？」,游坦之心想若不讓阿紫打，她又會想出更多刑罰來，便開心接受，阿紫看她喜歡便要室裡打足一百大鞭，游坦之打得都不求饒，阿紫覺得無趣。
這一場鞭打，遊坦之足足養了一個月傷，這才痊癒。,四人躍下馬來，在城門邊等候。,這次後鐵丑很久都沒見到阿紫，在城裡做苦力，過了兩個多月，聽到阿紫叫他，竟邁不開腳步，阿紫要他跟她去個地方。
阿紫縱馬慢慢前行，走出了七八裡地，越走越荒涼，,游坦之向甕中一看，只見昨日捕來的那條大蜈蚣正在迅速遊走。,兩人轉入陰森森的山谷，阿紫拿出神木王鼎燒香料並在旁邊等著，果有一蜈蚣鑽了 進去，阿紫連忙將頂裹得緊緊的，回到端福宮中，第二日又把鐵丑叫去。
阿紫取過預備在旁的一隻大公雞，投入瓦甕。,咬緊牙齒，閉上眼睛，右手慢慢伸入瓦甕。,阿紫用公雞血養了蜈蚣七日，七日後阿紫要鐵丑將手伸進去給蜈蚣吸血。
他手指一伸入甕中，中指指尖上便如針刺般忽然劇痛。,一眼也沒瞧向遊坦之，似乎此人便如那條死蜈蚣一般，再也沒什麼用處了。,鐵丑雖痛，卻不敢妄動，待吸完血後，阿紫用手掌接黑血運功，結束後匆匆離去。
游坦之悵望阿紫的背影，直到她影蹤不見，解開衣衫看時,這麼一來，姿勢已與圖中的僧人無異，透氣更加舒服了。,鐵丑全身奇癢難熬、跳上跳下，懷中的易筋經掉了出來，他的唾液滴在上面，竟顯現出僧人的圖形，他的動作與僧人相似，頓竟覺舒服透氣。
如此伏著，雙眼與那書更加接近，再向那僧人看去，見他身上畫了許多極小的紅色箭頭。,他呆了一陣，疲累已極，便躺在地下睡著了。,鐵丑一直重複僧人動作，覺得舒服，癢感已全無，但疲累至極，便睡著了。
第二日一早，阿紫匆匆進殿，見到他赤身露體、蜷曲在地的古怪模樣,遊坦之見了這等威勢，倒也不敢貿然上前。,隔日阿紫進來嚇了一大跳，看到鐵丑沒死，便又叫他一同去捕毒蟲數次，每次鐵丑都能成功化毒。一次引來蟒蛇，阿紫怕鼎被破壞，急忙叫鐵丑驅趕。
便在此時，忽覺得一陣寒風襲體，只見西北角上一條火線燒了過來,姑娘，姑娘，我找到了！」但阿紫早已去遠。,草叢中忽然有東西爬來，是一隻蠶蟲，阿紫驚喜其是毒中大王，要鐵丑一起去追，兩人尋了很久卻沒有尋到。
游坦之涉水而過，循著焦線追去，只見焦線直通向前面山坳。他鼓氣疾奔，山頭盡處，赫然是一座構築宏偉的大廟。,原來是個酒肉和尚。看來這條蠶兒是他所養，而且他極之寶愛，卻怎麼去盜了來？」,阿紫回去後，鐵丑循著焦線尋，來到寺中的菜園，聽到一位和尚在大聲斥罵，望去居然是在罵那隻大蠶。
正尋思間，忽聽得菜園彼端有人叫道：「慧淨，慧淨！」,片刻之間，葫蘆外便結了一層白霜。,那和尚被另一個中年和尚叫回去做晚課，鐵丑用葫蘆罐將蠶裝進去帶走。
