此段落最初的2-5句話,此段落最末的2-5句話,段落大意
虛竹心下甚喜，卻不敢開口，依著那女童所授的法子向前躍出，,虛竹應道：「是！」輕輕躍下，將女童扶出布袋。,虛竹以女童傳授的手法成功逃命。
那女童見他滿面喜色，說不出的心癢難搔之態，罵道：「沒出息的小和尚，只學到這點兒粗淺微末的功夫，便這般歡喜！」,虛竹道：「是！」於是從頭將師父如何派他下山，如何破解珍瓏，無崖子如何傳功傳指環，丁春秋如何施毒暗殺蘇星河與玄難，自己如何追尋慧方諸僧等情一一說了。,女童向虛竹探明虛竹取得七寶指環的緣由。
那女童一言不發，直等他說完，才道：「這麼說，無崖子是你師父，你怎地不稱師父，卻叫什麼‘無崖子老先生’？」,虛竹惘然不解，猜想這附身女童的老鬼定然認得圖中美女，兩人向來有仇，是以雖不過見到一幅圖畫，卻也怒氣難消。,女童向虛竹索要七寶指環。
那女童還在惡毒咒駡，虛竹肚子突然咕咕咕地響了起來。,虛竹十分駭怕，驚道：「好端端的，為什麼要喝生血？」心下發毛，不由得想起了「吸血鬼」。,虛竹拒絕女童要虛竹獵捕動物的要求。
那女童道：「我有個古怪毛病，每日中午倘若不喝生血，全身真氣沸騰，自己便會活活燒死，臨死時狂性大發，對你大大不利。」,但虛竹心中一想著她是個借屍還魂的女鬼，眼見她神情可怖，不由得心膽俱寒，大叫一聲，甩脫她手掌，拔步便向山峰上奔去。,女童向虛竹詢問佛門戒律，想要鑽戒律的漏洞以從虛竹手中取得葷食。
他心驚膽戰之下，這一聲叫得甚是響亮，,他走下幾步，說道：「喂，你如答允不咬我，我便背你逃走。」,虛竹的驚呼聲曝露自身行藏。
那女童哈哈一笑，說道：「你過來，我跟你說。,心中是說：「你這老鬼附身的小姑娘，卻也不見得有甚美貌。」,女童教導虛竹如何戰勝追兵。
說話之間，虛竹又練了兩遍，第一遍左掌出手太快，第二遍手指卻點歪了方位。,那女童連叫：「可惜，可惜！」又罵虛竹：「蠢材，叫你點意舍穴，便立時令他動彈不得，誰叫你去點陽綱穴？」,虛竹擊退不平道人。
虛竹又驚又喜，道：「這法門當真使得，只可惜小僧太蠢，不過這一下雖然點錯了，卻已將他嚇得不亦樂乎！」,他急於要擺脫罩在頭上的布袋，翻身著地急滾。,虛竹擊退烏老大。
虛竹抱起那女童，又躍上樹頂，連說：「好險，好險！」,虛竹擲出松球之後，生怕摔壞了那女童，抱住她腰輕輕落地，只見雪地上片片殷紅，四人身上汩汩流出鮮血，不由得呆了。,虛竹依照女童之教導擊退五名追兵。
那女童一聲歡呼，從他懷中掙下地來，撲到不平道人身上，將嘴巴湊上他額頭傷口，狂吸鮮血。,那女童冷笑一聲，不再言語，倚在一株大樹的樹幹上，便即閉目睡去。,虛竹向被擊傷的烏老大道歉，女童取丹讓烏老大治傷。
虛竹這一陣奔跑之後，腹中更加餓了，瞧瞧那女童，又瞧瞧烏老大，,虛竹見他暈倒，立時又手忙腳亂地捏他人中，按摩胸口，才將他救醒。烏老大虛弱已極，只輕輕喘氣，哪裡還有半分罵人的力氣？,烏老大驚覺自己服下的丹藥含有毒物。
虛竹見他醒轉，這才出去尋食。樹林中麋鹿、羚羊、竹雞、山兔之類倒著實不少，他卻哪肯殺生？,虛竹道：「那也好！你在這裡躲著，這大雪山上林深雪厚，他們找你不到，最多十天八天，也必散去了。」,虛竹不願多見殺生，於是向女童及烏老大道別。
那女童道：「再過十天八天，我已回復到十八九歲時的功力，哪裡還容他們走路？」,眼見烏老大磕頭不已，他一言不發，轉身便行。,虛竹與烏老大得知女童就是天山童姥。
天山童姥喝道：「你到哪裡去？給我站住！」,童姥一怔，點頭道：「不錯。少林派一個小小和尚，居然也有此見識。武林中說少林派是天下武學之首，果然也有些道理。」,天山童姥向虛竹說明自身功法特性。
虛竹道：「小僧曾聽師父說過些‘手少陽三焦經’的道理，所知膚淺之極，只胡亂猜測罷了。」,虛竹道：「小僧武功低微之極，前輩都應付不來的強敵，小僧自然更加無能為力。以小僧之見，前輩還是遠而避之，等到八十五天之後，功力全複，就不怕敵人了。」,天山童姥向虛竹說明自身功法弊端。
童姥道：「你武功雖低，但無崖子的內力修為已全部注入你體內，只要懂得運用之法，也大可和我的對頭周旋一番。,童姥怒道：「你嫌我旁門左道，不屑學我的功夫，是不是？」,天山童姥欲傳虛竹運行內力的方法，卻遭虛竹拒絕。
虛竹道：「釋家弟子，以慈悲為懷，普渡眾生為志，講究的是離貪去欲，明心見性。,童姥大喜，向烏老大道：「你將這頭鹿放了！給我滾得遠遠的！」,天山童姥用計迫使虛竹接受自身教導。
童姥待烏老大走遠，便即傳授口訣，教虛竹運用體內真氣之法。,一想到「斷筋腐骨丸」的慘厲嚴酷，更不敢對虛竹稍出不遜之言了。,天山童姥以計謀及不殺生的方法，成功說服虛竹接受自身的教導。
如此過了數日，虛竹見童姥不再傷害羊鹿性命，連烏老大也跟著戒口茹素，心下甚喜，,突然間眼前一花，一個白色人影遮在童姥之前。這人似有似無，若往若還，全身白色衣衫襯著遍地白雪，朦朦朧朧地瞧不清楚。,天山童佬被自身仇家－同門師妹李秋水發現。
