此段落最初的2-5句話,此段落最末的2-5句話,段落大意
蕭峰耐著性子聽他說完。阿朱道：「你這位大哥說得清清楚楚，明明白白。一裡路一文酒錢，本來想給你四十文，這一給便給錯了數啦，說不給呢，卻又得要給。一八得八，二八一十六，三八二十四，四八三十二，五八得四十，四十裡路除去一裡半，該當是三十八文半。」,蕭峰道：「老兄還是歇歇。」付了酒錢，和阿朱快步出門，便依那酒保所說，沿大路向西，走得七八裡地，果見大道旁四株一排，一共四四一十六株大柳樹。阿朱笑道：「那酒保雖然囉嗦，卻也有囉嗦的好處，這就決計不會走錯，是不是？咦，那是什麼？」,頑皮的阿朱賞賜店小二小費時，故意戲弄店小二一番。
她伸手指著一株柳樹，樹下一個農夫倚樹而坐，一雙腳浸在樹旁水溝裡的泥水之中。本來這是鄉間尋常不過的景色，但那農夫半邊臉頰上都是鮮血，肩頭抗著一根亮光閃閃的熟銅棍，看來份量著實不輕。,那姓傅的漢子道：「兩位大恩，傅某不敢言謝，只盼兩位儘快去小鏡湖，給敝上報一個訊。」蕭峰問道：「尊上人姓甚名誰，相貌如何？」,蕭峰和阿朱在路上，看到樹下有一個農夫受了重傷。蕭峰向他問路，原來農夫也是大漢的朋友，因擋不住大惡人也受了重傷。他請蕭峰趕快前往小鏡湖送訊，說‘天下第一大惡人來了，快快躲避！’就好。
蕭峰心道：「什麼天下第一大惡人？難道是號稱‘四大惡人’中的段延慶嗎？聽這漢子的言語，顯然不願多說，那也不必多問了。」但這麼一來，卻登時消除了戒備之意，心想：「倘若對頭有意誆我前去，自然每一句話都會編得入情入理，決計不會令我起疑。這人吞吞吐吐，不肯實說，那就絕非存有歹意。」便道：「好吧，謹遵閣下吩咐。」那大漢掙扎著爬起，跪下道謝。,阿朱道：「咱們不用改裝了麼？」蕭峰道：「我好生喜歡這粗豪大漢。既有心跟他結交，便不能以假面目相對。」阿朱道：「好吧，我也回復了女裝。」走到小溪之旁，匆匆洗去臉上化裝，脫下帽子，露出一頭青絲，寬大的外袍一除下，裡面穿的本來便是女子衣衫。,蕭峰猜測大漢和農夫口中的‘四大惡人’就是 江湖上 ‘四大惡人’中的段延慶。
兩人一口氣便走出九裡半路，遠遠望見高高聳起的一座青石橋。走近橋邊，只見橋面伏著一個書生。這人在橋上鋪了一張大白紙，便以橋上的青石作硯，磨了一大灘墨汁。那書生手中提筆，正在白紙上寫字。蕭峰和阿朱都覺奇怪：哪有人拿了紙墨筆硯，到荒野的橋上來寫字的？,那書生道：「在下也要往小鏡湖去，正好和兩位同行。」蕭峰道：「如此最好不過。」左手搭在阿朱腰間，提一口氣，帶著她飄出，當真是滑行無聲，輕塵不起。那書生髮足急奔，卻和蕭峰二人越離越遠。蕭峰見他武功平平，也不在意，依舊提氣飄行，雖帶著阿朱，仍比那書生迅捷得多，不到一頓飯時分，便已將他拋得無影無蹤。,蕭峰和阿朱來到青石橋附近，看到一位書生用白紙鋪橋、磨硯畫畫。蕭峰猜到這書生是大惡人派的人，知道他以白紙鋪橋，引人注目，一來是拖延時刻，二來是虛者實之，故意引人走上青石板橋。
自過小木橋後，道路甚是狹窄，有時長草及腰，甚難辨認，若不是那酒保說得明白，這路也還真的難找。又行了小半個時辰，望到一片明湖，蕭峰放慢腳步，走到湖前，但見碧水似玉，波平如鏡，不愧那「小鏡湖」三字。,那漁人回頭看去，不見有人，知道上當，急忙轉過頭來，已遲了一步，只見他的釣竿已飛出十數丈外，嗤的一聲響，插入湖心，登時無影無蹤。那漁人大怒，喝道：「哪裡來的野丫頭？」伸手便往她肩頭抓落。,蕭峰和阿朱來到了小鏡湖。
那少女笑道：「救命！救命！」躲向蕭峰背後。那漁人閃身來捉，身法矯捷。蕭峰一瞥眼間，見那少女手中多了件物事，似是一塊透明的布匹，若有若無，不知是什麼東西。那漁人向她撲去，不知怎的，突然間腳下一滑，撲地倒了，跟著身子便變成了一團。,阿朱「啊」的一聲驚叫，見她發射暗器的手法極歹毒，中年人和她相距又近，看來非射中不可。蕭峰卻只微微一笑，他見這中年人一伸手便將那少女制得服服帖帖，顯然內力深厚，武功高強，這些小小暗器自也傷不到他。果然那中年人袍袖輕拂，一股內勁發出，將一叢綠色細針都激得斜在一旁，紛紛插入湖邊泥裡。,少女藉故躲到蕭峰後面，然後用一張細漁網纏住了漁人。
他一見細針顏色，便知針上所喂毒藥甚是厲害，見血封喉，立時取人性命，自己和她初次見面，無怨無仇，怎地下此毒手？他心下惱怒，要教訓教訓這女娃娃，右袖跟著揮出，袖力中挾著掌力，呼的一聲響，將那少女身子帶起，撲通一聲，掉入了湖中。他隨即足尖一點，躍入柳樹下的一條小舟，扳槳劃了幾劃，便已到那少女落水之處，只待她冒將上來，便抓了她頭髮提起。,可是那少女落水時叫了聲「啊喲！」落入湖中之後，就此影蹤不見。本來一個人溺水之後，定會冒將起來，再又沉下，如此數次，這才不再浮起。但那少女便如一塊大石一般，就此一沉不起。等了片刻，始終不見她浮上水面。,中年人發現細針上都是劇毒，惱怒之下決定教訓紫衣少女。他將少女丟入湖中，但少女掉下去之後，卻不再浮上水面。
那中年人越等越焦急，他原無傷她之意，只是見她小小年紀，行事如此惡毒，這才要懲戒她一番，倘若淹死了她，卻於心不忍。那漁人水性極佳，原可入湖相救，偏生給漁網纏住了沒法動彈。蕭峰和阿朱都不識水性，也難下水救人。只聽得那中年人大聲叫道：「阿星，阿星，快出來！」,那中年人劃近美婦，伸手去接那紫衫少女，見她雙目緊閉，似已氣絕，不禁臉有關注之色。那美婦喝道：「別碰她身子！你這人太也好色，靠不住得很。」那中年人佯怒道：「胡說八道！我一生一世，從來沒好色過。」,中年人發現紫衣少女沒有浮上水面，非常緊張，連忙呼喚屋裡的少婦出來救人。
那美婦嗤的一聲笑，托著那少女躍入船中，笑道：「不錯，不錯，你從來不好色，就只喜歡無鹽嫫母醜八怪，啊喲……」她一摸那少女心口，竟然心跳已止。呼吸早已停閉，那不用說了，但肚腹並不鼓起，顯是沒喝多少水。,那中年人吃了一驚，問道：「兩人傷勢如何？這兩人現在何處？蕭兄，這兩人是兄弟知交好友，相煩指點，我……我……即刻要去相救。」那漁人道：「請你帶我同去！」蕭峰見他二人重義，心下敬佩，道：「這兩人的傷勢雖重，尚無性命之憂，便在那邊鎮上……」那中年人深深一揖，道：「多謝，多謝！」更不打話，提著那漁人，發足往蕭峰的來路奔去。,少婦發現紫衣少女已經斷氣，趕緊抱著少女回到屋子中，希望救回少女一命。
便在此時，只聽得竹林中傳出那美婦的聲音叫道：「快來，快來，你來瞧……瞧這是什麼？」聽她語音，直是惶急異常。,那中年人快步搶近。阿朱和蕭峰也挨近去看，但見那紫衫少女橫臥地下，僵直不動，已然死了。那中年人拉高少女衣袖，察看她肩頭，他一看之後，立即將袖子拉下。蕭峰站在他背後，瞧不見那少女肩頭有什麼記號，只見到那中年人背心不住抖動，顯是心神激蕩之極。,少婦急忙地大聲呼喚中年人過去。她在紫衣少女身上發現了一塊金鎖片，和她左肩上的記號。少婦和中年人看起來非常激動。
那美婦扭住那中年人衣衫，哭道：「是你自己的女兒，你竟親手害死了她，你不撫養女兒，還害死了她……你……你這狠心的爹爹……」,,蕭峰驚覺這紫衣少女原來就是他們的女兒，而金鎖片和左肩上的記號，就是她父母留下的記認。阿朱在一旁，已經淚流滿面。
不料蕭峰反手一掌，打得那少女直摔了出去。他跟著一伸手，抓住了她左腕，冷笑道：「小小年紀，這等歹毒！」那美婦叫道：「你怎麼打我孩兒？」若不是瞧在他「救活」了女兒的份上，立時便要動手。,此言一出，眾人都大吃一驚。「星宿老怪」丁春秋是武林中人人聞之皺眉的邪派高手，此人無惡不作，殺人如麻，「化功大法」專門消人內力，更為天下學武之人的大忌。偏生他武功極高，誰也奈何他不得，總算他極少來到中原，才沒釀成什麼大禍。,少女一手伸向蕭峰的肩膀，但被蕭峰一掌擋下。蕭峰向眾人展示少女手腕中的毒針，但少女卻故意放聲大哭，說蕭峰欺負她。
那中年人臉上神色又憐惜，又擔心，溫言問道：「阿紫，你怎地會去拜了星宿老人為師？」那少女瞪著圓圓的大眼，骨溜溜地向那中年人打量，問道：「你怎麼又知道我名字？」那中年人歎了口氣，說道：「咱們适才的話，難道你沒聽見嗎？」那少女搖搖頭，微笑道：「我一裝死，心停氣絕，耳目閉塞，什麼也瞧不見、聽不見了。」,蕭峰聽到這裡，心中一凜：「又是臣子、又是皇上的，什麼早回大理？難道這些人竟是大理段家的麼？」心中怦怦亂跳，尋思：「莫非天網恢恢，段正淳這賊子，今日正好撞在我手裡？」,中年人和少婦看到紫衣少女安然無恙，非常歡喜。
蕭峰聽得這些人口口聲聲說什麼「姓段的」，疑心更盛，突然之間，一隻小手伸過來握住了他手。蕭峰斜眼向身旁的阿朱瞧了一眼，只見她臉色蒼白，又覺她手心中一片冰涼，都是冷汗，低聲問道：「你身子怎樣？」阿朱顫聲道：「我很害怕！」蕭峰微微一笑，說道：「在大哥身邊也害怕麼？」嘴巴向那中年人一努，輕輕在她耳邊說道：「這人似乎是大理段家的。」阿朱不置可否，嘴唇微微抖動。,,蕭峰發現阿朱臉色非常蒼白，身體也正在冒冷汗。
段正淳原本奉皇兄之命，前赴陸涼州身戒寺，查察少林寺玄悲大師遭人害死的情形，不久即得悉愛子為番僧鳩摩智擒去，不知下落，心中甚是焦急，派人稟明皇兄，便帶同三公華赫艮、范驊、巴天石，以及四大護衛來到中原，盼救出段譽，再訪查玄悲大師被害的真相。,朱丹臣誤認蕭峰為敵，在青石橋阻攔不果。褚萬里複為阿紫的柔絲網所擒。司徒華赫艮、司馬范驊、司空巴天石三人救護古、傅二人後，趕到段正淳身旁護駕，共禦強敵。,段正淳原本奉皇兄之命，前赴陸涼州身戒寺，查察少林寺玄悲大師遭人害死的情形，後來得知段譽被番僧鳩摩智抓走，準備救出段譽。段譽後來已回大理，於是段正淳趁機來探望住在小鏡湖畔的阮星竹，與舊情人敘舊。
朱丹臣一直在設法給褚萬里解開纏在身上的漁網，偏生這網線刀割不斷，手解不開，忙得滿頭大汗，無法可施。段正淳向阿紫道：「快放開褚叔叔，大敵當前，不可再頑皮了。」阿紫笑道：「爹爹，你獎賞我什麼？」段正淳皺眉道：「你不聽話，我叫你媽打你手心。你冒犯褚叔叔，還不快快賠罪？」阿紫道：「你把我拋在湖裡，害得我裝了半天死，好生氣悶。你又不向我賠罪？我也叫媽打你手心！」,蕭峰聽葉二娘稱那中年人為段正淳，而他直認不諱，果然所料不錯，轉頭低聲向阿朱道：「當真是他！」阿朱顫聲道「你要……從旁夾攻，乘人之危嗎？」蕭峰心情激動，又憤怒，又歡喜，冷冷地道：「父母之仇，恩師之仇，義父、義母之仇，我含冤受屈之仇，哼，如此血海深仇，哼，難道還講究仁義道德、江湖規矩不成？」他這幾句說得甚輕，卻滿腔怨毒，斬釘截鐵，沒絲毫猶豫。,蕭峰幫忙給褚萬里解開身上的漁網，也沒收阿紫的這件柔絲網，故意不還給她。
範驊見南海鱷神沖來，低聲道：「華大哥，朱賢弟，夾攻這莽夫！急攻猛打，越快了斷越好，先剪除羽翼，大夥兒再合力對付正主。」華赫艮和朱丹臣應聲而出。兩人雖覺以二敵一，有失身份，且華赫艮的武功殊不在南海鱷神之下，也不必要人相助，但聽範驊這麼一說，都覺有理。段延慶實在太過厲害，單打獨鬥，誰也不是他對手，只有眾人一擁而上，或者方能自保。當下華赫艮手執鋼鏟，朱丹臣揮動鐵筆，分從左右向南海鱷神攻去。,段正淳既傷褚萬里之死，又覺有女如此，愧對諸人，一挺長劍，飄身而出，指著段延慶道：「你要殺我，儘管來取我性命便是。我段氏以‘仁義’治國，多殺無辜，縱然得國，時候也不久長。」,大家開始互相打起來了。
段延慶鐵杖一點，已到了段正淳身前，說道：「你要和我單打獨鬥，不涉旁人，是也不是？」段正淳道：「不錯！你不過想殺我一人，再到大理去弑我皇兄，是否能夠如願，要看你的運氣。我的部屬家人，均與你我之間的事無關。」他知段延慶武功實在太強，自己今日多半要斃命於斯，卻盼他不要再向阮星竹、阿紫，以及范驊諸人為難。,這些日子來，他不知已許下了多少願，立下了多少誓，無論如何非報此大仇不可，眼見仇人便在身前，如何容得他死在旁人手裡？便即縱身上前，將段正淳拉開。,段正淳與段延慶過招，他使出段氏‘一陽指’和‘六脈神劍’，但戰況並無處於上風，甚至差點死在段延慶的鐵棒之下。阿紫則在一旁冷言冷語。
蕭峰提著段正淳左一閃，右一躲，在棒影的夾縫中一一避過。段延慶連出二十七棒，始終沒帶到段正淳的一片衣角。他心下駭然，自知不是蕭峰的敵手，一聲怪嘯，陡然間飄開數丈，問道：「閣下是誰？何以前來攪局？」,蕭峰見他寫完，一言不發地走上前去，伸出腳來，以皮靴之底在地下擦了幾擦，登時將石板上這六個字擦得乾乾淨淨。一個以鐵棒在石板上寫字已是極難，另一個卻伸足便即擦去字跡，這足底的功夫，比之棒頭內力聚於一點，更是艱難得多。兩人一個寫，一個擦，一片青石板鋪成的湖畔小徑，竟顯得便如沙灘一般。,段延慶得知，眼前的這人就是殺死譚青的喬峰，心下又憤怒又疑懼。
段延慶見他擦去這些字跡，知他一來顯示身手，二來意思說和自己無怨無仇，過去無意間釀成的過節，如能放過不究，那便兩下罷手。段延慶自忖不是對手，還是及早抽身，免吃眼前虧為妙，當下右手鐵棒從上而下地直劃下來，跟著又向上一挑，表示「一筆勾銷」之意，隨即鐵棒著地一點，反躍而出，轉身飄然而去。,南海鱷神遊到岸邊，濕淋淋地爬起。他竟毫不畏懼，愣頭愣腦地走到蕭峰身前，側了頭向他瞪眼，說道：「你將我摔下湖去，用的是什麼手法？老子這功夫倒不會。」葉二娘遠遠站在七八丈外，叫道：「老三快走，別在這兒出醜啦！」南海鱷神怒道：「我給人家摔入湖中，連人家用什麼手法都不知道，豈不是奇恥大辱？自然要問個明白。」,段延慶自知不是蕭峰的對手，於是決定還是及早抽身，轉身離開。
