此段落最初的2-5句話,此段落最末的2-5句話,段落大意
群雄中有人叫道：「他是星宿老怪，你是星宿小妖！」人叢中哄笑大作。,就算中原武林同道要推舉一位盟主，以便統籌事功，閣下是星宿派門人，卻也不便參與了。」,游坦之趁眾人鬨亂，提出立武林盟主之議，玄慈回應武林盟主本事中原之事，與西域星宿派無關。
眾英雄紛紛說道：「不錯！」「少林方丈之言甚是。」「你是番邦門派的走狗奴才，怎可妄想做我中原武林的盟主？」,這幾句話，顯然認定玄慈是明知不敵，膽怯推諉。,丁春秋與全冠清跳出來幫游坦之解圍。
玄慈向前走了幾步，說道：「莊幫主，你既非要老衲出手不可，老衲若再顧念貴幫和敝派數百年的交情，堅不肯允，倒是對貴幫不敬了。」,玄慈道：「好，老衲今日便來領教莊幫主降龍二十八掌和打狗棒法的絕技，也好讓天下英雄好漢，瞧瞧丐幫幫主數百年來的嫡傳功夫。」,游坦之為救出阿紫，焦急不耐，頻頻挑釁玄慈。玄慈只好宣稱願意領教祥龍十八掌和打狗棒法。
遊坦之一怔，不由自主地退了兩步。他雖接任丐幫幫主，但這降龍二十八掌和打狗棒法兩絕技，卻一招也不會。,這聲音也不如何響亮，但清清楚楚地傳入了眾人耳中，眾人一愕之間，都住了口。,游坦之不懂丐幫絕技，只好使出星宿派武功，眾人紛紛批評。一片喧嘩聲中，一個雄壯的聲音吸引眾人目光。
但聽得蹄聲如雷，十余乘馬疾風般卷上山來。,於是奏知遼帝，告假兩月，將南院軍政事務交由南院樞密使耶律莫哥代拆代行，逕自南來。,原來是蕭峰到來，丐幫幫眾無不歡欣。蕭峰此次前來，原是為了搭救深陷丐幫的阿紫。
蕭峰這次重到中原，乃有備而來，所選的「燕雲十八騎」，個個是契丹族中頂尖兒的高手。,蕭峰輕伸猿臂，將從半空中墮下的阿紫接住，隨手解開了她穴道。,蕭峰見阿紫被丁春秋擒住，連續使出祥龍十八掌，成功搶回阿紫。
阿紫雖目不能視物，給丁春秋制住後又口不能說話，於周遭變故卻聽得清清楚楚，身上穴道一解，立時喜道：「好姊夫，多虧你來救了我。」雙臂伸出，緊緊摟住了他。,朗聲道：「大理段王爺，令愛千金在此，你好好地管教吧！」攜著阿紫的手，走到段正淳身前，輕輕將她一推。,蕭峰見段正淳和阮星竹在場，便把阿紫攜到二人面前。
阮星竹早已哭濕了衫袖，這時更加淚如雨下，撲上前來，摟住了阿紫，道：「乖孩子，你……你的眼睛怎麼樣了？」,他要段譽避在一旁，免得奪路下山之時，旁人出手誤傷了他。,段譽想和蕭峰敘舊，蕭峰卻因江湖仇怨而想盡速脫身，既然已經救出阿紫，且將阿紫交還給她的父母，心願已了，便向段譽告別。
段譽眼見各路英雄數逾千人，個個要擊殺義兄，不由得激起了俠義之心，大聲道：「大哥，做兄弟的跟你結義之時，說什麼來？咱倆有福同享，有難同當，不願同年同月同日生，但願同年同月同日死。今日大哥有難，兄弟焉能苟且偷生？」,蕭峰忽聽慕容複挺身挑戰，也不由得一驚，雙手一合，抱拳相見，說道：「素聞公子英名，今日得見高賢，大慰平生。」,段正淳想要協助蕭峰離開，此時慕容復卻跳出來要挑戰蕭峰。
段譽急道：「慕容兄，這可是你的不是了。我大哥初次和你相見，素無嫌隙，你又何必乘人之危？何況大家冤枉你之時，我大哥曾為你分辯？」,垂手低眉，挺胸而前，只待蕭峰下手。,玄慈為蕭峰洗刷冤屈，並向蕭峰懺悔。
蕭峰負手背後，緩緩走上幾步，說道：「方丈大師，當年有人假傳訊息，大師誤信人言，致有雁門關外不幸之事。,旁觀眾人見丐幫幫主一張臉凹凹凸凸，一塊紅，一塊黑，滿是創傷疤痕，五官糜爛，醜陋可怖已極，無不駭然。,慕容復卻不肯放蕭峰離去，丁春秋、莊聚賢趁機圍攻蕭峰。蕭峰打碎了游坦之的面罩，露出醜陋的面孔。
蕭峰於三招之間，逼退了當世三大高手，豪氣勃發，大聲道：「拿酒來！」,蕭峰從未見過虛竹，忽聽他稱自己為「大哥」，不禁一呆。,此時虛竹從人群中走出，與段譽、蕭峰相認。這是蕭峰第一次見到虛竹。
段譽搶上去拉著虛竹的手，轉身向蕭峰道：「大哥，這也是我的結義哥哥。他出家時法名虛竹，還俗後叫做虛竹子。咱二人結拜之時，將你也結拜在內了。二哥，快來拜見大哥。」,遊坦之經驗極淺，幾次險些著了道兒，全仗慕容複從旁照料，及時化解，而對蕭峰所擊出淩厲無儔的掌力，遊坦之卻以深厚內功奮力承受。,虛竹對付丁春秋，蕭峰獨鬥慕容復、游坦之二人。慕容復心中盤算不已，保留幾分內力，並未全力迎敵。
段譽在十八名契丹武士圍成的大圈之中，眼看二哥步步進逼，絲毫不落下風，大哥以一敵二，雖神威凜凜，但見他每一掌都是打得狂風呼嘯，飛沙走石，只怕難以持久，,只覺還是即刻死于慕容複之手，免得受那相思的無窮折磨，便淒然道：「你幹嗎不叫我一百聲‘親爺爺’？」,段譽見虛竹和蕭峰奮力迎戰，自己也決意幫忙，便加入戰局，想用凌波微步拖累慕容復。但看到王語嫣的冷漠，不免萬念俱灰，被慕容復制住。
慕容複大怒，提起右掌，對準了段譽面門直擊下去，倏見兩條人影如箭般沖來。一個叫道：「別傷我兒！」一個叫道：「莫傷我師父！」,段譽聽得王語嫣在慕容複擊中自己父親時大聲喝彩，既關懷父親的安危，又氣惱王語嫣的無情，情急固是十分，傷痛也是十分，內力登時源源湧出，一時少商、商陽、中沖、關沖、少沖、少澤六脈劍法縱橫飛舞，使來得心應手，有如神助。,段正淳和南海鱷神見狀，立即前來搭救段譽。段正淳情急之下為慕容復所傷，段譽將關心化為內力，使出無形劍逼退慕容復，有如神助。
