此段落最初的2-5句話,此段落最末的2-5句話,段落大意
這一日睡夢之中，虛竹忽然聞到一陣甜甜的幽香，這香氣既非佛像前燒的檀香，也不是魚肉的菜香，只覺得全身通泰，說不出的舒服，,但那少女仍緊緊摟抱著他，膩聲道：「別……別離開我。」虛竹神智清明，也只一瞬間事，隨即又將那少女抱在懷中，輕憐蜜愛，竟無厭足。,虛竹與不明少女發生性關係。
兩人纏在一起，又過了大半個時辰，那少女道：「好哥哥，你是誰？」,虛竹心下恍然，知道童姥為了惱他寧死不肯食葷，卻去擄了一個少女來，誘得他破了淫戒，不由得既悔恨，又羞恥，突然間縱起身來，腦袋疾往堅冰上撞去，砰的一聲大響，跌倒在地。,虛竹遭天山童姥設計而再度打破佛家戒律。
童姥大吃一驚，沒料到這小和尚性子如此剛烈，才從溫柔鄉中回來，便圖自盡，,童姥笑道：「率性而行，是謂真人，這才是個好小子呢。」,虛竹內心崩潰，放棄持守佛門戒律。
再過兩個時辰，童姥竟又去將那裸體少女用毛氈裡了來，送入他懷中，自行走上第二層冰窖，讓他二人留在第三層冰窖中。,過了幾個時辰，童姥才用毛氈來將那少女裡起，帶了出去。,虛竹與不明少女初步交流。
次日，童姥又將那少女帶來和虛竹相聚。兩人第三日相逢，迷惘之意漸去，慚愧之心亦減，恩愛無極，盡情歡樂。,虛竹一時卻不敢答應，囁嚅道：「晚輩不知如何報答才是。」,天山童姥功成之日將近。
童姥道：「我也不要你報答什麼。只是我的‘天長地久不老長春功’再過幾天便要功行圓滿了，這幾日是要緊關頭，半分鬆懈不得，連食物也不能出外去取，所有活牲口和熟食我都已取來。,說了這番話後，便念經道：「宿因所構，緣盡還無。得失隨緣，心無增減。」話雖如此說，但想到從此不能再和那少女相聚，心下自是黯然。,天山童姥說服虛竹協助自身對抗李秋水。
童姥道：「我再問你一次，你練不練天山六陽掌？」虛竹道：「實難從命，前輩原諒。」,你畢竟跟烏老大他們那些混蛋大大不同。姥姥在你身上種下生死符，那是罰，可是又給你除去，那是賞。」,天山童姥再度強行留下虛竹。
虛竹呻吟道：「咱們把話說明在先，你若以此要脅，要我幹那……幹那傷天害理之事，我……我寧死不……不……不……不……」這「寧死不屈」的「屈」字卻始終說不出口。,虛竹體內真氣本足，練了兩日，已然純熟。,天山童姥教導虛竹解除生死符的方法。
童姥又道：「烏老大這些畜生，人品雖差，武功卻著實不低。他們所交往的狐群狗黨之中，也頗有些內力深湛的傢伙，但沒一個能以內力化解我的生死符，你道那是什麼緣故？」,若非童姥親口傳授，哪想得到天下竟有如此神妙的化解之法？,天山童姥教導虛竹化解生死符的具體方法。
他花了四日功夫，才將九種法門練熟。,童姥道：「這便是生死符了，你拿去摸個仔細。」,虛竹見到生死符的實體。
想到這是天下第一厲害的暗器，虛竹心下惴惴，伸出手去接，,無崖子傳給他的北冥真氣原是陰陽兼具，虛竹以往練的都是陽剛一路，但內力既有底子，只要一切逆其道而行便是，倒也不是難事。,天山童姥教導虛竹製作生死符。
生死符製成後，童姥再教他發射的手勁和認穴準頭，,這聲音輕細之極，但每一個字都聽得清晰異常。卻不是李秋水是誰？,虛竹與天山童姥被李秋水發現。
