此段落最初的2-5句話,此段落最末的2-5句話,段落大意
段正淳這話原不過嚇她一嚇，想叫她不可太過惡毒，,只因為我要不了你，只好毀了你，這是我天生的脾氣，那也沒法子。」,段正淳嚇馬夫人的背後有人，稱是馬大元，馬夫人驚嚇，段正淳趁機撞她，但功效甚微，馬夫人說要不了他只好毀了他。
段正淳道：「嗯，是了，那天你故意騙那小姑娘，要假手喬峰殺我，就是為此。」,蕭峰見段正淳已將馬夫人制住，當即縮手。,蕭峯聽二人對話還是有所疑惑，但眼見無法再耽擱，便出手助段正淳。
段正淳正想開口相謝，忽見門簾掀開，走進一個人來。,段正淳見情勢危急異常，大聲叫道：「白長老，白長老！馬大元找你來啦！」白世鏡大吃一驚，回過身來。,段正淳想道謝，沒想到又出來個白世鏡，與馬夫人一起想置他於死地。
便在此時，門簾子突然給一股疾風吹起，呼的一聲，勁風到處，兩根蠟燭的燭火一齊熄滅，房中登時黑漆一團。,急忙後躍避開，顫聲道：「你……你……」,突然一陣疾風吹起，將燭火熄滅，一片黑，大家不敢輕舉妄動，白世鏡首先沉不住氣，卻反被敵人制住。
他真正害怕的倒還不是對方武功奇高，而是適才那人所出的招數竟是「鎖喉擒拿手」,對方身法雖拙，但自己幾下變化精妙的錐法，卻也始終沒能傷到他。,敵人使的「鎖喉擒拿手」，令白世鏡大驚，聽他的氣息和動作，卻認為敵人是個殭屍。
突然之間，後頸一冷,口中吸的氣息再也吸不進胸中，手腳一陣痙攣，便已氣絕。,白世鏡被敵人抓住後頸，慌亂中說出馬大元死的真相，而最終還是難逃一死。
那人一捏死白世鏡，轉身出門，便即無影無蹤。,於是邁開大步，又回馬家。,敵人捏死白世鏡後，便離開，蕭峯追上去，卻未能見其真容，只得喝酒作罷。
回去時未曾施展全力，腳程便慢得多了。,那是……那是十香迷魂散之故。,回到馬夫人家中，竟發現只剩他一人，且身上刀痕累累，還有許多螞蟻爬在身上，一問之下竟是阿紫所為！
蕭峯點頭道：「這就是了。,蕭峰道：「不錯，非問不可。我是個硬心腸的男子，不會對你可憐的。」,蕭峯質問馬夫人事情。
馬夫人呸了一聲，道：「你當然心腸剛硬，你就不說，難道我不知道？,蕭峰道：「不錯，就算是皇帝，又有什麼了不起？我從來不以為自己天下無敵，倘若真有本事，也不會給人作弄到這地步了。」,馬夫人開口就一陣得罵蕭峯，蕭峯不明所以。
馬夫人也不理會，只不住地喃喃咒駡，又罵了一會，,那一千多人便再為我神魂顛倒，我心裡又怎能舒服？」,馬夫人道出真正原因，竟是因為兩年前百花會時蕭峯不瞧他一眼。
蕭峰歎了口氣，說道：「我從小不喜歡跟女人在一起玩，,覺得這個自大傲慢的喬幫主倒也有三分可憐，但隨即臉露微笑，笑容越來越歡暢。,蕭峯說他從小就不喜歡跟女人在一起，除了阿朱，但她也死了，蕭峯很傷心。
蕭峰瞥眼見到她的笑容，登時明白，她是為自己傷心而高興，,馬夫人道：「是啊，哈哈，怎麼不是？不過‘姑蘇慕容’什麼的，我可不知道，是老色鬼想出來的。」,馬夫人殺死親夫竟是這原因，蕭峯不敢相信，於是馬夫人一一道來事情經過。
蕭峰點了點頭。馬夫人又道：「我叫老色鬼出頭揭露你的身世秘密。,她說著自己得意之事，兩頰潮紅，甚是興奮，但體力終於漸漸不支，說話已有些上氣不接下氣。,
蕭峰道：「我最後問你一句話，那個寫信給汪幫主的帶頭大哥，到底是誰？,你要講義氣，怎麼又將我抱在懷裡呢……,後來阿朱和蕭峯來，馬夫人便將計就計，蕭峯覺得馬夫人十分狠毒！
便在此時，只聽得窗外有人噗哧一笑，說道：,四處一查，屋中更無旁人，那老婢已逃得不知去向，便取出火種，到柴房中去點燃了，片刻間火焰升起。,蕭峯想知道那位帶頭大哥是誰，馬夫人說要蕭峯抱她看她，她才願與他說，這時阿紫出現，拿鏡子取笑馬夫人面容，蕭峯想阻止卻已為時已晚。
兩人站在屋旁，見火焰從窗子中竄了出來。,幫主武功高強，威名赫赫，卻給我整治得一點法子也沒有。」,蕭峯拿阿紫沒有辦法，他的大仇也沒法報了。
蕭峰斜眼瞧她，只見她滿臉都是幸災樂禍的喜悅之情，,心下自是鬱鬱，但無可奈何之中拋開了滿懷心事，倒也是一場大解脫。,他們離開馬家，蕭峯認為帶著阿紫不太好，阿紫卻硬要跟著
