此段落最初的2-5句話,此段落最末的2-5句話,段落大意
童姥道：「我雖命在頃刻，但親眼見到賊賤人先我而死，生平武學，又得了個傳人，可說死也瞑目，你竟不肯答允麼？」,虛竹想起三個月來和童姥寸步不離，蒙她傳授了不少武功，她雖脾氣乖戾，對待自己可說甚好，此刻見她一笑身亡，心中難過，也伏地哭了起來。,天山童姥因狂喜而死。
忽聽得背後一個陰惻惻的聲音道：「嘿嘿，師姊，終究是你先死一步，到底是你勝了，還是我勝了？」,李秋水低聲道：「是她，是她，是她！哈哈，哈哈，哈哈！」笑聲中充滿了愁苦傷痛。,李秋水發現畫中女子是同門師妹。
虛竹不自禁地為她難過，問道：「師叔，怎麼了？」心下尋思：「一個說‘不是她’，一個說‘是她’，卻不知到底是誰？」,唉，小妹子，你好，你好，你好！」跟著便怔怔地流下淚來。,李秋水向虛竹解釋畫中女子的身份。
虛竹心想：「原來師伯和師叔都對我師父一往情深，我師父心目之中卻另有其人。,師哥，你心中真正愛的是我小妹子，你這般癡情地瞧著那玉像，為什麼？為什麼？現下我終於懂了。」,李秋水回憶自身與無崖子的過往回憶。
虛竹心道：「我佛說道，人生在世，難免貪嗔癡三毒。,虛竹俯身去看時，但見她口鼻流血，氣絕身亡，看來這一次再也不會是假的了。他瞧著兩具屍首，不知如何是好。,李秋水因悲傷而死。
昊天部為首的老婦說道：「尊主，咱們是否將老尊主的遺體運回靈鷲宮隆重安葬？敬請尊主示下。」,眾女這才不敢違拗，但各人只在他坐騎之後遠遠隨行。虛竹要想問問靈鷲宮中情形，竟不得其便。,虛竹帶靈鷲宮部屬回宮。
一行人徑向西行，走了五日，途中遇到了朱天部的哨騎。,他自幼生長于少林寺，從來不出山門，諸般人情世故，半分不通，遇上這件大事，當真不知如何應付，沉吟道：「這個……這個……」,虛竹得知靈鷲宮正遭受攻打。
只聽得馬蹄聲響，又有兩乘馬奔來，前面的是陽天部另一哨騎，後面馬背上橫臥一個黃衫女子，滿身是血，左臂也給人斬斷了。,那女子名叫程青霜，掙扎著下馬，對虛竹跪拜參見，說道：「謝尊主救命之恩，請……請……尊主相救峰上眾姊妹，大夥兒支撐了幾十天，寡不敵眾，實在已是危……危殆萬分。」說了幾句話，伏在地下，連頭也抬不起來。,靈鷲宮部屬求虛竹回宮救人。
虛竹急道：「石嫂，你快扶她起來。余婆婆，你……你想咱們怎麼辦？」,眾女敵愾同仇，催動坐騎，跟著急馳。駱駝最有長力，快跑之時，疾逾奔馬，眾人直奔出數十裡，這才覓地休息，生火做飯。,虛竹帶領靈鷲宮部屬回宮。
餘婆指著西北角上雲霧中的一個山峰，向虛竹道：「主人，這便是縹緲峰了。這山峰終年雲封霧鎖，遠遠望去，若有若無，因此叫做縹緲峰。」,虛竹見峰下靜悄悄地沒半個人影，一片皚皚積雪之間，萌出青青小草，若非事先得知，哪想得到這一片寧靜之中，蘊藏著無窮殺機。眾女憂形於色，掛念鈞天部諸姊妹的安危。,虛竹等人上縹緲峰。
石嫂拔刀在手，大聲道：「‘縹緲九天’之中，八天部下峰，只餘一部留守，賊子乘虛而來，無恥之極。,這時眾女見鐵鍊為利刃所斷，多半敵人鬥然攻到，鈞天部諸女竟來不及開鎖分鏈。,虛竹等人回宮道路被斷絕。
石嫂將柳葉刀揮得呼呼風響，叫道：「余婆婆，快想個法子，怎生過去才好。」余婆婆道：「嗯，怎麼過去，那倒不大容易……」,但儘管嘰嘰喳喳地大聲叫駡，悲歎議論不絕，卻沒法飛渡天險。,虛竹等人回宮前聽聞同伴慘叫聲。
