此段落最初的2-5句話,此段落最末的2-5句話,段落大意
正擊之際，忽聽得身後一個清脆的女子聲音說道：「喬大爺，你再打下去，這座山峰也要給你打垮了。」,阿朱的手腕碰到了他的手指，忽地全身一震。喬峰道：「怎麼？還有什麼不舒服麼？」阿朱臉上又是一紅，忙道：「不是，沒……沒有。」喬峰按她脈搏，但覺跳動平穩，舒暢有力，贊道：「薛神醫妙手回春，果真名不虛傳！」,一個女子在一旁叫住喬峰，原來那女子是阿朱。
阿朱道：「幸得你的好朋友白世鏡長老，答允傳他七招‘纏絲擒拿手’，薛神醫才給我治傷。更要緊的是，他們要查問那位黑衣先生的下落，倘若我就此死了，他們可就什麼也問不到了。,喬峰歎道：「這位黑衣先生到底是什麼來歷，我也不知。只怕聽了你的信口胡說，我也會將信將疑。」,阿朱把白世鏡救她的經過，和被逼供時愚弄英雄豪傑的經歷，都一五一十地告訴喬峰。英雄豪傑們都被阿朱的捏造故事騙得團團轉。
阿朱奇道：「你也不認得他麼？那麼他怎麼竟會甘冒奇險，從龍潭虎穴之中將你救了出來？嗯，救人危難的大俠，本來就是這樣的。」,喬峰道：「這話也說得是。」他本是個提得起、放得下的好漢，一時悲涼感觸，過得一時，便也撇在一旁，說道：「智光禪師和趙錢孫都說這石壁上寫得有字，卻不知是給誰鑿去了？」阿朱道：「是啊，我猜想你定會到雁門關外，來看這石壁上的留字，因此一脫險境，就到這裡來等你。」,喬峰向阿朱抒發內心的冤屈情緒。阿朱安慰喬峰，事實將會有水落石出的一天，只要對得起天地良心就好了。
喬峰問道：「你如何脫險，又是白長老救你的麼？」阿朱微笑道：「那可不是了。你記得我曾經扮過少林寺的和尚，是不是？連他們的師兄弟也認不出來。」喬峰道：「不錯，你這門頑皮的本事當真不錯。」,阿朱笑著續道：「我扮了薛神醫，大模大樣地走出聚賢莊，當然誰也不敢問什麼話，我叫人備了馬，取了銀子，這就走啦。離莊三十裡，我扯去鬍子，變成個年輕小夥子。那些人總得到第二天早晨，才會發覺。可是我一路上改裝，他們自是尋我不著。」,阿朱將打扮喬裝成薛神醫，順利逃脫的經過告訴給喬峰聽。
喬峰鼓掌道：「妙極！妙極！」突然之間，想起在少林寺菩提院的銅鏡之中，曾見到自己背影，當時心中一呆，隱隱約約覺得有什麼不安，這時聽她說了改裝脫險之事，又忽起這不安之感，而且比之當日在少林寺時更加強烈，沉吟道：「你轉過身來，給我瞧瞧。」阿朱不明他用意，依言轉身。,雖然此時阿朱身上未有棉花墊塞，這瘦小嬌怯的背影和他魁梧奇偉的模樣大不相同，但要能冒充自己而瞞過丐幫群豪，天下除她之外，更能有誰？,喬峰猛然想起曾經見過與自己相似的背影，還有丐幫人們說他曾經出現拯救大家的事情，讓當時的他感到莫名其妙。
喬峰放開她手腕，厲聲道：「你假裝我去救人，有什麼用意？」,喬峰見她輕嗔薄怒，心下歉然，說道：「這些日子來，我神思不定，胡言亂語，姑娘千萬莫怪。」阿朱笑道：「誰來怪你啊？要是我怪你，我就不跟你說話了。」隨即收起笑容，柔聲道：「喬大爺，不管你對我怎樣，我這一生一世，永遠不會怪你的。」說著輕輕靠在他身上。,喬峰質問阿朱為什麼要喬裝成他去救人，阿朱說她想讓丐幫人們心生愧疚。
喬峰搖搖頭，淡然道：「我雖救過你，那也不必放在心上。」皺起了眉頭，呆呆出神，忽問：「阿朱，你這喬裝易容之術，是誰傳給你的？你師父是不是另有弟子？」阿朱搖頭道：「沒人教的。我從小喜歡扮作別人樣子玩兒，越是學得多，便越扮得像，這哪裡有什麼師父？難道玩兒也要拜師父麼？」她忽覺一直靠在喬峰懷裡，有點不妥，緩緩讓開兩步。,喬峰道：「他多半不肯說的，但硬逼軟求，總是要他說了才罷。」阿朱沉吟道：「智光大師好像很硬氣，硬逼軟求，只怕都不管用。還是……」喬峰點頭道：「不錯，還是去問趙錢孫的好。嗯，這趙錢孫多半也是寧死不屈，但我倒有法子對付他。」,喬峰原本決定要找智光大師查明岩石上的刻字，阿朱一起幫忙集思廣益，擔心智光大師不肯說出事實，於是他們決定找趙錢孫問清楚。
他說到這裡，向身旁的深淵望了一眼，道：「我想下去瞧瞧。」阿朱嚇了一跳，向那雲封霧繞的穀口瞧了兩眼，走遠了幾步，生怕一不小心便摔了下去，說道：「不，不！你千萬別下去。下去有什麼好瞧的？」,阿朱想不出什麼話來勸阻，只得道：「下面說不定有很多毒蛇、毒蟲，或者是什麼兇惡的怪物。」喬峰哈哈大笑，拍拍她肩頭，道：「要是有怪物，我捉了上來給你玩兒。」他向穀口四周眺望，要找一處勉強可以下足的山崖，盤旋下穀。,喬峰決定到深淵底下看一看，阿朱很緊張，擔心他下去之後的安危，連忙制止他。但喬峰堅持要下去深淵看一看那個契丹人的屍體，想要解開自己到底是契丹人還是漢人的疑惑。
便在這時，忽聽得東北角上隱隱有馬蹄之聲，向南馳來，聽聲音總有二十餘騎。喬峰當即快步繞過山坡，向馬蹄聲來處望去。他身在高處，只見這二十余騎一色的黃衣黃甲，都是大宋官兵，排成一列，沿著下面高坡的山道奔來。,第一個軍官道：「三十幾個女人，大夥兒不夠分的，明兒辛苦一天，再去搶些來。」一個士兵笑道：「遼狗得到風聲，早就逃得精光啦，再要打草穀，須得等兩三個月。」,喬峰發現有大宋官兵的到來，連忙拉著阿朱躲到大石頭後面。
突然之間，一個契丹婦女懷中抱著的嬰兒大聲哭了起來。那契丹女子伸手推開一名大宋軍官的手，轉頭去哄啼哭的孩子。那軍官大怒，抓起那孩兒摔了出去，跟著縱馬而前，馬蹄踏在孩兒身上，登時踩得他肚破腸流。那契丹女子嚇得呆了，哭也哭不出聲來。眾官兵哈哈大笑，蜂擁而過。,這時聽了這幾聲呼號，心中油然而起親近之意，更不多想，飛身便從大石之後躍出，抓起那些大宋官兵，一個個都投下崖去。喬峰打得興起，連他們乘坐的馬匹也都一掌一匹，推入深谷，人號馬嘶，響了一陣，便即沉寂。,喬峰目睹了小孩子被馬踩死的情景，又看到一位契丹老漢悲痛地抱著孩子的屍體哀傷悲憤的呼號，他忍不住出手抓住那些大宋官兵，把他們都丟到深谷去。
喬峰殺盡十余名官兵，縱聲長嘯，聲震山谷，見那身中數刀的契丹老漢兀自直立不倒，心中敬他是個好漢，走到他身前，只見他胸膛袒露，對正北方，卻已氣絕身死。喬峰向他胸口看時，「啊」的一聲驚呼，倒退一步，身子搖搖擺擺，幾欲摔倒。,四個契丹人圍到他身邊，嘰哩咕嚕地說話，不住地指他胸口狼頭。喬峰不懂他們說話，茫然相對。一個老漢忽地解開自己衣衫，露出胸口，竟也刺著這麼一個狼頭。三個少年各解衣衫，胸口也均有狼頭刺花。,喬峰發現那位剛斷氣的契丹老漢胸口有一個狼頭刺青，不禁驚呼。原來喬峰也有一模一樣的狼頭刺青，其他契丹人也解開衣服，他們也有一模一樣的狼頭刺青。
霎時之間，喬峰終於千真萬確地知道，自己確是契丹人。這胸口的狼頭定是他們部族的記號，想是男孩出生不久，便即人人刺上。他自來痛心疾首地憎恨契丹人，知道他們暴虐卑鄙、不守信義，知道他們慣殺漢人、無惡不作，這時候卻要他不得不自認是禽獸一般的契丹人，心中苦惱之極。,他呆呆地怔了半晌，突然間大叫一聲，向山野間狂奔而去。,喬峰終於知道自己真的是契丹人，這個狼頭刺青是契丹男人出生時就有的記號。
阿朱直追出十餘裡，才見他抱頭坐在一株大樹之下，臉色鐵青，額頭一根粗大的青筋凸了出來。阿朱走到他身邊，和他並肩而坐。,喬峰冷冷地道：「我不用你可憐，你心中瞧不起我，也不必假惺惺地說什麼好話。我救你性命，非出本心，只不過一時逞強好勝。此事一筆勾銷，你快快去吧！」,阿朱好不容易追上喬峰，安撫他說，契丹人也是有好人。並說，喬峰救了她一命，他是漢人還是契丹人，對她來說都沒有分別。
阿朱心中惶急，尋思：「他既知自己確是契丹胡虜，說不定便回歸漠北，從此不踏入中土一步。」一時情不自禁，站起身來，說道：「喬大爺，你若撇下我而去，讓我獨個兒孤苦伶仃的，在這世上沒人理睬，我便跳入這山谷之中。阿朱說得出做得到，你是契丹的英雄好漢，瞧不起我這低三下四的丫鬟賤人，我還不如自己死了的好。」,阿朱道：「我不用你可憐，你心中瞧不起我，也不必假惺惺地說什麼好話。」她學著喬峰說這幾句話，語音聲調，無一不像，眼光中卻滿是頑皮神色。喬峰哈哈大笑，他於失意潦倒之際，得有這樣一個聰明伶俐的少女說笑慰解，不禁煩惱大消。,阿朱告訴喬峰，若他丟下她一個人，她寧願跳下山谷之中。
阿朱收起笑容，正色道：「喬大爺，我服侍慕容公子，並非賣身給他。只因我從小沒了爹娘，流落在外，有一日受人欺淩，慕容老爺見到了，救了我回家。我孤苦無依，便做了他家的丫鬟。其實慕容公子也並不真當我是丫鬟，他還買了幾個丫鬟服侍我呢。,喬峰哈哈一笑，說道：「輕輕地打，不如不打。我也不想要什麼奴僕。」阿朱道：「你是契丹的大英雄，擄掠幾個漢人女子做奴僕，有何不可？你瞧那些大宋官兵，不也是擄掠了許多契丹人嗎？」,阿朱認真地告訴喬峰，她不是慕容公子家的丫鬟，而是慕容家看她無依無靠，於是收留她。又說她若是服侍喬峰，慕容公子絕對不會見怪。
過了一會，喬峰緩緩地道：「我一向只道契丹人兇惡殘暴，虐害漢人，但今日親眼見到大宋官兵殘殺契丹的老弱婦孺，我……我……阿朱，我是契丹人，從今而後，不再以契丹人為恥，也不以大宋為榮。」,阿朱聽他如此說，知他已解開了心中鬱結，很是歡喜，說道：「我早說胡人中有好有壞，漢人中也有好有壞。契丹人沒漢人那樣狡猾，只怕壞人還更少些呢。」,喬峰回想自己看到大宋官兵擄掠契丹人們的暴行之後，他開始認同自己是契丹人的身份，不再以契丹人為恥，但也不再以大宋為榮。
喬峰瞧著左首深谷，神馳當年，說道：「阿朱，我爹爹媽媽給那些漢人無辜害死，此仇非報不可！」,喬峰道：「我父母這血海深仇，豈可不報？我從前不知，竟然認敵為友，那已是不孝之極，今日如再不去殺了害我父母的正兇，喬某何顏生於天地之間？他們所說的那‘帶頭大哥’，到底是誰？那封寫給汪幫主的信上有他署名，智光和尚卻將所署名字撕下來吞入了肚裡。這個‘帶頭大哥’顯是尚在人世，否則他們就不必為他隱瞞了。」,喬峰向阿朱說自己的親生父母無辜被漢人害死，立誓要幫他們報仇。
他自問自答，苦苦思索，明知阿朱並不能助他找到大仇，但有一個人在身邊聽他說話，自然而然地減卻不少煩惱。,阿朱聽到他說「咱們」二字，不由得心花怒放，那便是答應攜她同行了，嫣然一笑，心想：「便是到天崖海角，我也跟你同行！」,喬峰思索該找誰問清楚誰是‘帶頭大哥’，他知道看過那封信的人有智光和尚、丐幫的徐長老和馬夫人、鐵面判官單正和趙錢孫。
