此段落最初的2-5句話,此段落最末的2-5句話,段落大意
虛竹更是悲切，行禮道：「方丈師伯祖教誨，弟子不敢忘記。」,群僧又想：「丐幫不邀咱們赴他總舵，面子上是對咱們禮敬，他幫主親自移步，實則是要令少林派事先全無預備，攻咱們一個措手不及。」,江湖人士群至少林寺。
玄生向他好友河北神彈子諸葛中發話：「好啊，諸葛老兒，你得到訊息，也不捎個信來給我，咱們三十年的交情，就此一筆勾銷。」,幸好知客院首座玄淨大師是位經理長才，而寺產素豐，物料厚積，群僧在玄淨分派之下，接待群豪，卻也禮數不缺。,玄生料想發英雄帖的人有事先做好準備。
玄慈等迎接賓客，無暇屏人商議，只各自心中嘀咕。忽聽知客僧報導：「大理國鎮南王段殿下駕到。」,任誰看來，都道他是一個遊手好閒、不務正業的輕薄子弟，那不是可惜之至麼？,段正淳亦至，並探聽段譽下落。
只聽得嘻嘻一聲，一人笑了出來，卻是女子的聲音。,段正淳看兒子時，見他雖頗有風霜之色，但神采奕奕，決非如鳩摩智所說的什麼「形銷骨立、面黃肌瘦、死活難知。」,段譽也出現在少林寺。
段譽回過頭來，向虛竹道：「二哥，你又做和尚了？」,段譽叫聲：「啊喲！」首先搶出殿去。,四大惡人也到了少林寺。
那一日慕容複、鄧百川、公冶乾、包不同、風波惡、王語嫣六人下得縹緲峰來。慕容複等均覺沒來由地混入了靈鷲宮一場內爭，所謀固然不成，臉上也頗沒光彩，好生沒趣。,包不同欲待辯說，禽獸不會掩埋屍體，見慕容複使眼色制止，便住口不說了。,慕容複等人在中原發現丐幫內鬨傷患。
那老丐道：「小老兒請各位帶一個訊息給敝幫……敝幫吳長老，說新幫主莊聚賢這小子只是個傀儡，全……全是聽全冠清這……這奸賊的話。,許多兄弟不服，全冠清這奸賊……全冠清這奸賊……」越說聲音越低，似乎便要斷氣。,丐幫傷患說鐵頭小子正是莊聚賢。
鄧百川道：「老兄，待兄弟瞧瞧你傷口，咱們想法子治好傷再說。」,他越焦急，越說不出話，猛地裡噴出一大口鮮血，眼睛一翻，突然見到慕容複俊雅的形相，想起一個人來，問道：「閣下……閣下是誰？是姑蘇……姑蘇……」,丐幫傷患交代遺言。
慕容複道：「不錯，在下姑蘇慕容複。」,包不同道：「這個，我又不是易大彪，怎知他有什麼用意？」,幕容複等人推測丐幫傷患的用意。
慕容複眼光轉向公冶乾，徵詢他的意見。,慕容複、鄧百川、公冶乾、風波惡一齊肅立，容色莊重，齊聲道：「複國之志，無時或忘！」五人或拔腰刀，或提長劍，將兵刃舉在胸前。,慕容複等人欲復興大燕。
慕容複的祖宗慕容氏，乃鮮卑族人。當年五胡亂華之世，鮮卑慕容氏入侵中原，大振威風，曾建立前燕、後燕、南燕、西燕等好幾個朝代。,其時曠野之中，四顧無人，各人情不自禁，拔劍而起，慷慨激昂地道出胸中意向。,旁白講述慕容家的歷史。
王語嫣卻緩緩地轉過了身去，慢慢走開，遠離眾人。,鄧百川道：「易大彪的如意算盤，只怕當真如此，但宋夏聯婚，未必能如此順利。遼國、吐蕃、大理各國得知訊息，必定設法破壞。」公冶乾道：「不但設法破壞，而且各國均想娶了這位西夏公主。」,幕容複等人繼續推測丐幫傷患的用意。
鄧百川道：「不知這位西夏公主是美是醜，是性情和順，還是驕縱橫蠻。」,如大宋、大理、大遼、吐蕃四國各派王子公侯前去求親，自己這沒半點爵祿的白丁便萬萬比不上人家了。他思念及此，向那張榜文望了一眼。,幕容複等人思考自己去娶西夏公主的可能性。
公冶乾跟隨他日久，很能猜測他心意，說道：「榜文上說得明白，應選者不論爵位門第，但論人品本事。,他也知這是千載難逢的良機，自來公主徵婚，總是由國君命大臣為媒，選擇功臣或世家的子弟封為駙馬，決無如此張榜佈告天下地公開擇婿。,幕容複也對娶西夏公主的想法心動。
他不由自主向王語嫣的背影望去，只見她站在一株柳樹下，右手拉著一根垂下來的柳條，眼望河水，衣衫單薄，楚楚可憐。,他微一沉吟，便不再以王語嫣為意，說道：「各位言之有理，這確是復興大燕的良機，只不過大丈夫言而有信，這張榜文，咱們卻要送到丐幫手中。」,幕容複解決自身對王語嫣的愧疚感。
鄧百川道：「不錯，別說丐幫之中未必有哪一號人物能比得上公子，就算真有勁敵，咱們也不能私藏榜文，做這等卑鄙無恥之事。」,王語嫣臉上一紅，芳心竊喜，她一生願望，便是嫁了表哥，在燕子塢居住，此刻聽慕容複說要她去燕子塢住，雖非正式求親，但事情顯然是明明白白了。她不置可否，慢慢低下頭來，眼睛中流露出異樣光彩。,慕容複騙王語嫣回燕子塢以支開王語嫣。
鄧百川和公冶乾對望了一下，覺得欺騙了這個天真爛漫的姑娘，頗感內疚。,段譽展開淩波微步，避開星宿派門人，接著便聽到父親的聲音，入寺相見，待聽葉二娘說慕容複已給打得無招架之功，心想：「我快去背負王姑娘脫險。」飛步奔出。,幕容複等人被星宿派包圍。
