此段落最初的2-5句話,此段落最末的2-5句話,段落大意
南海鱷神大聲道：「喂，慕容小子，你且說說看，我最拿手的功夫是什麼。」段譽微微一笑，心道：「旁人問我，我還真的答不上來。你來問我，那可巧了。」,南海鱷神側過了頭，又細細打量段譽。他為人雖兇殘狠惡，卻有佩服英雄好漢之心，過了一會，大拇指一挺，說道：「好本事！」段譽笑道：「見笑了！」,南海鱷神對段譽嗆聲和挑釁，問對方知不知道他最拿手的武功，但他沒想到段譽竟然知道是鱷尾鞭和鱷嘴剪，心裡驚訝又非常佩服這個英雄。
南海鱷神心想：「他連我新練的拿手兵刃也說得出來，我其餘的武功也不用問他了。可惜老大不在這兒，否則倒可好好地考他一考。啊，有了！」大聲說道：「慕容公子，你會使我的武功，不算稀奇；倘若我師父到來，他的武功你一定不會。」,南海鱷神一怔，胸口一股氣登時泄了，立定了腳步，說道：「好極，好極！你能包住了眼睛走這怪步，只怕我師父也辦不到。好！姑蘇慕容，名不虛傳，我南海鱷神服了你啦！」,南海鱷神吹牛說他的新師父是大理段公子，本事比眼前的假慕容公子還要高。
赫連鐵樹待兩人入座，端起茶盞，說道：「請用茶。兩位英雄光降，不知有何指教？」阿朱道：「敝幫有些兄弟不知怎地得罪了將軍，聽說將軍派出高手，以上乘武功將他們擒來此間。在下斗膽，要請將軍釋放。」,段譽伸手到他懷裡，掏出一個小瓶，果然便是解藥，笑道：「解藥取出來了，卻不給你聞。」和阿朱並肩走向後殿，推開東廂房門，只見裡面擠滿了人，都是丐幫被擒的人眾。,現場的眾人都中毒了，大家都身體軟弱無力。段譽百毒不侵，因此無恙，他拿解藥幫阿朱解毒。
阿朱一進去，吳長老便大聲叫了起來：「喬幫主，是你啊，謝天謝地。」阿朱將解藥給他聞了，說道：「這是解藥，你逐一給眾兄弟解去身上之毒。」吳長老大喜，待得手足能夠活動，便用瓷瓶為宋長老解毒。段譽則用努兒海的解藥為徐長老解毒。,阿朱見丐幫中群豪紛紛來到大殿，低聲道：「大事已了，咱們去吧！」大聲道：「我另有要事，須得和慕容公子同去辦理，日後再見。」說著快步出殿。吳長老等大叫：「幫主慢走，幫主慢走。」阿朱哪敢多停，反而和段譽越走越快。丐幫中群豪對喬峰向來敬畏，誰也不敢上前阻攔。,阿朱和段譽幫大家解毒，丐幫的大家都以為喬峰和慕容公子來救他們了。
兩人行出裡許，阿朱笑道：「段公子，說來也真巧，你那個醜八怪徒兒正好要你試演淩波微步的功夫，還說你比他師父更行呢。」段譽「嗯」了一聲。阿朱又道：「不知是誰暗放迷藥？那西夏將軍口口聲聲說是內奸，我看多半是西夏人自己幹的。」,來到天寧寺外，只見十多名丐幫弟子正綁住一個個西夏武士，押著從寺中出來。喬峰大喜：「丐幫眾兄弟原來已反敗為勝」。,段譽和阿朱在路上猜測誰是放毒氣的內奸。
群丐見喬峰去而複回，紛紛迎上，說道：「幫主，這些賊虜如何發落，請你示下。」喬峰道：「我早已不是丐幫中人，‘幫主’二字，再也休提起。大夥兒有損傷沒有？」,喬峰仰天長笑，聲音悲涼，大聲道：「我喬峰和丐幫再無瓜葛，要這打狗棒何用？徐長老，你也將喬峰瞧得忒也小了。」雙腿一夾，胯下馬匹四蹄翻飛，向北馳去。,丐幫長老們看到喬峰，覺得慚愧，並向他請罪。大家發現喬峰對剛剛發生的事情沒有印象，覺得非常驚訝。甚至有人覺得喬峰正在進行秘密謀劃。
喬峰自幼父母對他慈愛撫育，及後得少林僧玄苦大師授藝，再拜丐幫汪幫主為師，行走江湖，雖多曆艱險，但師父朋友，無不對他赤心相待。這兩天中，卻是天地間陡起風波，一向威名赫赫、至誠仁義的幫主，竟給人認作是賣國害民、無恥無信的小人。,誰也料不到喬峰挾了爹娘的屍首，反向少室山上奔去。他躥向一個人所難至、林木茂密的陡坡，將爹娘掩埋了，跪下來恭恭敬敬地磕了八個響頭，心中暗祝：「爹、娘，是何人下此毒手，害你二老性命，兒子定要拿到兇手，到二老墳前剜心活祭。」,喬峰認為必須查清楚自己的身世，決定到河南找三槐公詢問自己的身世來歷，並賣馬當盤纏。
想起此次歸家，便只遲得一步，不能再見爹娘一面，否則爹娘見到自己已長得如此雄健魁梧，一定好生歡喜。倘若三人能聚會一天半日，也得有片刻的快活。想到此處，忍不住泣不成聲。他自幼便甚硬氣，極少哭泣，今日實是傷心到了極處，悲憤到了極處，淚如泉湧，難以抑止。,忙碌了一個多時辰，只差著沒將土地挖翻，卻哪裡找得著喬峰？各人都嘖嘖連聲，稱奇道怪，偶爾不免口出幾句辱駡之言，佛家十戒雖戒「惡語」，那也顧不得了。當下將玄苦大師的法體移入「舍利院」中火化，將守律僧送到「藥王院」去施藥治傷。群僧垂頭喪氣，相對默然，都覺這一次的臉實在丟得厲害。少林寺高手如雲，以這十余位高僧的武功聲望，每一個在武林中都叫得出響噹噹的字型大小，竟讓喬峰赤手空拳，獨來獨往，別說殺傷擒拿，連他如何逃走，竟也摸不著半點頭腦。,喬峰擔心恩師玄苦大師也遭遇危險，因為只剩下恩師知道他的身世，連忙抄小路到少林寺。
原來喬峰料到變故一起，群僧定然四處追尋，但於适才聚集的室中，卻決計不會著意，是以將守律僧一掌拍出之後，身子一縮，悄沒聲地鑽到了玄苦大師生前所睡的床下，十指插入床板，身子緊貼床板。雖也有人曾向床底匆匆一瞥，卻看不到他。待得玄苦大師的法體移出，執事僧將證道院的板門帶上，更沒人進來了。,右首的僧人問道：「什麼叫做‘一夢如是’？」坐在第二個蒲團上的僧人道：「虛清師弟，你平時從來不多嘴多舌，怎地今天問個不休？你要知道菩提院的秘密，去問你師父吧。」,喬峰躲在床板下，等人群散後才逃走。他經過一面銅鏡前，看到鏡子中的身影，想起曾經看過跟自己相似的背影。
那名叫虛清的僧人便不再問，過了一會，道：「我到後面方便去。」說著站起。他自右首走向左邊側門，經過自左數來第五名僧人的背後時，忽然右腳提起，踢中了那僧後心「懸樞穴」。懸樞穴在人身第十三脊椎之下，那僧在蒲團上盤膝而坐，懸樞穴正在蒲團邊緣，給虛清足尖踢中，身子緩緩向右倒去。這虛清出足極快，卻又悄無聲息，跟著便去踢那第四僧的「懸樞穴」，接著又踢第三僧，霎時間接連踢倒三僧。,他為什麼先從前門奔出，卻又悄悄從後門進來？嗯，地下躺著五個和尚，待會旁人進來一問，那五個和尚都說他從前門逃走了，大家就不會在這菩提院中搜尋。嘿，此人倒也工於心計。」,虛清突然攻擊身邊的四位僧人。喬峰躲在佛像後面目睹這一切，決定要抓住虛清問清楚。
便在這時，大門中沖進七八個和尚，其中三人手持火把，大殿上登時一片光亮。眾僧見到殿上五僧橫臥在地，登時吵嚷起來：「喬峰那惡賊又下毒手！」「嗯，是虛湛、虛淵師兄他們！」「啊喲，不好！這銅鏡怎麼給掀起了？喬峰盜去了菩提院的經書！」「快快稟報方丈！」喬峰聽到這些人紛紛議論，不禁苦笑：「這筆賬又算在我身上。」片刻之間，殿上聚集的僧眾愈來愈多。,玄慈雙手合十，說道：「菩提院中所藏經書，乃本寺前輩高僧所著闡揚佛法、渡化世人的大乘經論，佛門弟子得了去，念誦鑽研，頗能宏揚佛法。但如世俗之人得去，不加尊重，罪過不小。各位師弟師侄，自行回歸本院安息，有職司者照常奉行。」,大夥們來到之後，以為又是喬峰攻擊僧人，但暈倒的僧人說攻擊者是虛清。真正的虛清辯解說不是他，也不是他盜經，
群僧退去，殿上只留下玄慈、玄難、玄寂三僧，坐在佛像前蒲團之上。玄慈突然朗聲念道：「阿彌陀佛！罪過，罪過！」這八字一出口，三僧忽地飛身而起，轉到了佛像身後，一齊出掌，分向喬峰拍到。,喬峰臨去時回頭一瞥，只見銅鏡被玄慈方丈那一拳打得碎成數十塊，散在地下，每塊碎片之中，都映出了他後影。喬峰又是沒來由的一怔：「為什麼每次我看到自己背影，總是心下不安？到底其中有什麼古怪？」其時急於遠離少林，心頭雖浮上這層疑雲，在一陣急奔之下，便又忘懷了。,人群散去後，玄慈、玄難、玄寂三僧透過銅鏡看到了喬峰和虛清躲在佛像後面，出手過招。
少室山中的道路他極熟悉，躥向山后，盡揀陡峭的窄路行走，奔出數裡，耳聽得並無少林僧眾追來，心下稍定，放落虛清，喝道：「你自己走吧！可別想逃走。」不料虛清雙足一著地，便即軟癱委頓，蜷成一團，似乎早已死了。喬峰一怔，伸手探他鼻息，只覺呼吸若有若無，極是微弱，再去搭他脈搏，也跳動極慢，看來立時便要斷氣。,哪知此人真面目一現，竟是那個嬌小玲瓏、俏美可喜的小姑娘阿朱，當真做夢也料想不到。喬峰雖和阿朱、阿碧二人見過數面，又曾從西夏武士的手中救了她二人出來，卻不知阿朱精於改裝之術，若換作段譽，便早猜到了。,在逃走的路上，喬峰發現虛清快死了，又發現她是個女子，但還是傳真氣給她身體，救她一命。
喬峰這時已辨明白她並非中毒，乃是受了拳力之傷，略一沉吟，已知其理。先前玄慈方丈發劈空拳擊來，自己以銅鏡擋架，雖未擊中阿朱，但其時自己左手中提著她，這淩厲之極的拳力已傳到了她身上。相明此節，不由得暗自歉仄：「倘若我不是多管閒事，任由她自來自去，她早已脫身溜走，決不致遭此大難。」,阿朱坐起身來，拍手笑道：「喬大爺，你這主意真高。待我身子好了，我便男裝進寺，再改穿女裝，大搖大擺地走到大雄寶殿去居中一坐，讓個個和尚氣得在地下打滾，那才好玩呢！啊……」她一口氣接不上來，身子軟軟彎倒，伏在床上，一動不動了。,喬峰自責害阿朱受傷，決定要送阿朱到鎮上治傷。他暫時用阿朱的自備藥幫她敷藥。
喬峰一驚，食指在她鼻孔邊一探，似乎呼吸全停了。他心中焦急，忙將掌心貼在她背心「靈台穴」上，將真氣送入她體內。,阿朱歎了口氣，說道：「好，我便放心了。喬大爺，我求你一件事。」喬峰道：「什麼事？」阿朱道：「今晚你在我房裡陪我，別離開我！」她想喬峰這一走開，自己只怕挨不到天明。喬峰道：「很好，你便不說，我也會坐在這裡陪你。你別說話，安安靜靜地睡一會兒。」,喬峰怕阿朱斷氣，陸續地傳輸真氣給阿朱身體，幫她續命。
阿朱閉上眼睛，過了一會，又睜開眼來，說道：「喬大爺，我睡不著，我求你一件事，行不行？」喬峰道：「什麼事？」阿朱道：「我小時候睡不著，我媽便在我床邊唱歌兒給我聽。只要唱得三支歌，我便睡熟啦。」,阿朱介面道：「那狼說它肚子餓了，要吃老公公，是不是？」喬峰道：「唉，這故事你聽見過的？」阿朱道：「這是中山狼的故事。我不愛聽書上的故事，我要你講真的故事。」,阿朱請喬峰唱歌哄她睡覺，喬峰說自己不會唱歌。
喬峰沉吟道：「不是書上的，要真的故事。」心想：「丐幫和契丹人爭鬥兇殺的那些故事，說來驚心動魄，這小姑娘卻未必愛聽，嗯，只得說個小孩子的故事。」便道：「好，我講一個鄉下孩子的故事給你聽。,喬峰道：「後來少林寺一位和尚送了藥，治好了他的病。」阿朱道：「少林寺中倒也有好和尚。」喬峰道：「自然有。少林寺中有幾位高僧仁心俠骨，著實令人可敬！」說著心下黯然，想到了授業恩師玄苦大師。,故事中的一家人很窮，父親病了但沒錢請大夫。母親拿著僅存的錢，到鎮上請大夫看病，但大夫嫌他們家又遠又窮，不願意前往，並把母子倆趕走了。
阿朱「嗯」的一聲，沉吟道：「那大夫瞧不起窮人，不拿窮人的性命當一回事，固然可惡，但也罪不至死。這個小孩子，也太野蠻了。我真不相信有這種事情，七歲大的孩子，怎地膽敢動手殺人？啊，喬大爺，你說的這個故事，是真的麼？」喬峰道：「是真的事情。」阿朱歎息一聲，輕聲道：「這樣兇狠的孩子，倒像是契丹的惡人！」,喬峰雙手抱頭，說道：「那也不單因為他踢我媽媽，還因他累得我受了冤枉。媽媽那四錢銀子，定是在大夫家中拉拉扯扯時掉在地下了。我……我生平最受不得給人冤枉！」,阿朱不小心說出故事中的孩子很兇惡，很像是契丹人。喬峰臉色大變。
可是，便在這一日之中，他身遭三樁奇冤。自己是不是契丹人，還沒法知曉，但喬三槐夫婦和玄苦大師，卻明明不是他下手殺的，然而殺父、殺母、殺師這三件大罪的罪名，卻都安在他頭上。到底兇手是誰？如此陷害他的是誰？,他父母待他，全不同尋常父母對待親兒，以他生性之精明，照理早該察覺，然而從小便是如此，習以為常，再精明的人也不會去細想，只道他父母特別溫和慈祥而已。此刻想來，只覺事事都證實自己是契丹夷種。,喬峰覺得自己被殺父、殺母、殺師這三件大罪的罪名冤枉了，他不知道誰是真正的兇手。
阿朱安慰他道：「喬大爺，他們說你是契丹人，我看定是誣衊造謠。別說你慷慨仁義，四海聞名，單是你對我如此一個微不足道的小丫鬟，也這般盡心看顧，契丹人殘毒如虎狼一般，跟你是天上地下，如何能比？」,喬峰默然不語，心道：「如果我真是契丹人，連阿朱這樣的小丫鬟也不會理我了。」霎時之間，只覺天地雖大，竟無自己容身之處，思湧如潮，胸口熱血沸騰，自知為阿朱接氣多次，內力消耗不少，當下盤膝坐在床畔椅上，緩緩吐納運氣。,阿朱安慰喬峰說，大家說他是契丹人這件事情肯定是誣衊造謠的。她說，即使他是真的契丹人，那也是好的契丹人。
