此段落最初的2-5句話,此段落最末的2-5句話,段落大意
「但過不多久，契丹鐵騎入侵，攻打河北諸路軍州，大夥兒于契丹武士是否要來偷襲少林寺一節，,喬峰右手抓起單叔山遠遠摔出，跟著又抓起單仲山摔出，第三次抓起單季山往地下一擲，伸足踏住了他頭顱。,關於那嬰兒的處理，帶頭大哥最後決定將他送到一戶無子的農戶家。
「單氏五虎」在山東一帶威名頗盛，五兄弟成名已久，並非初出茅廬的後輩。,喬峰眼望智光，但見他容色坦然，殊無半分作偽和狡獪的神態，問道：「後來怎樣？」,單氏五虎上前阻止，皆不是喬峰的對手。喬峰見智光和趙錢孫也神色坦然，便繼續聽下去。
智光道：「後來你自己知道了。你長到七歲之時，在少室山中采棗子，遇到野狼。,以老衲所知，丐幫數百年來，從無第二個幫主之位，如你這般得來艱難。」,後來智光說了許多喬峰童年不為人知的遭遇，且那之後順遂的學武之路，都是有人打點，喬峰此時已經信七、八成了。
喬峰低頭道：「我只道恩師汪幫主是有意鍛煉於我，使我多曆艱辛，以便擔當大任，卻原來……卻原來……」,倘若惹起胡漢之爭，中原豪傑人人與你為敵。」趙錢孫雖是他情敵，他這時卻出口相助。,當年汪幫主欲傳位喬峰，那位帶頭大哥擔心「養虎為患」，寫信給汪幫主，阻止汪幫主傳位給喬峰。
喬峰冷笑一聲，心亂如麻，就著火光看那信時，只見信上寫道：,喬峰問道：「我袒護胡人，此事從何說起？」,雖是阻止，但是那領頭大哥對喬峰為人卻是推崇。
徐長老道：「‘慕容’兩字，便是胡姓。慕容氏是鮮卑後裔，與契丹一般，同為胡虜夷狄。」,一時杏林中一片靜寂，唯聞各人沉重的呼吸之聲。,詢問過後，喬峰才知道「慕容」是鮮卑後裔，那全冠清也是因為這個原因選擇推翻喬峰。喬峰見反駁無用，且智光與趙錢孫眼神堅定，便不多說。
突然之間，一個清脆的女子聲音響了起來：「各位伯伯叔叔，先夫不幸亡故，到底是何人下的毒手，此時自難斷言。,馬夫人又問：「姑娘家的公子是誰？是喬峰主麼？」阿朱微笑搖頭，道：「不是。是慕容公子。」,此時馬夫人開口要丐幫眾人給她死去的丈夫交代，話裡話外都是將兇手指成喬峰。
馬夫人道：「嗯，原來如此。」她不再理會阿朱，轉頭向執法長老道：「白長老，本幫幫規如山，,妥為收藏，怎會失落在馬大元家中？何況他生性灑脫，身上從不攜帶摺扇之類物事。,馬夫人又提出殺了馬大元的兇手是喬峰的幾項證據。
徐長老翻過扇子，看了看那幅圖畫，正是自己親手所繪，歎了口長氣，喃喃地道：「非我族類，其心必異！,今日退位，哪一位英賢願肩負此職，請來領受此棒。」,徐長老看見摺扇，也以為兇手是喬峰。喬峰剛剛得知自己的身世，又被誣陷，便要辭去幫主的位置。
丐幫歷代相傳的規矩，新幫主就任，例須由原來幫主以打狗棒相授，在授棒之前，先傳授打狗棒法。,其餘幫眾則心存猶豫，不知聽誰的主意才是。傳功長老呂章行事向來穩重，這時更加為難，遲疑不決。,喬峰拿出打狗棒，高聲問誰願意接下幫主之位，一時間無人敢上前。
全冠清道：「眾位兄弟，喬幫主才略過人，英雄了得，誰不佩服？,馬夫人低下頭去，再也不說什麼。,而全冠清這邊，雖承認喬峰的才略，卻無法聽令於契丹人，丐幫內部已分成兩派。
喬峰抱拳向眾人團團行了一禮，說道：「青山不改，綠水長流，眾位好兄弟，咱們再見了。,丐幫義士忠心報國，難道見敵畏縮麼？」他這幾句話慷慨激昂，西首群丐中有不少人喝起彩來。,喬峰向幫裡道別完，便留下打狗棒，不理會其他人的挽留，走了。
彩聲未畢，忽聽得西北角上一個人陰惻惻地道：「丐幫跟人約在惠山見面，毀約不至，原來都鬼鬼祟祟地躲在這裡，,只是本幫自有要事，沒工夫來跟你們這些跳樑小丑周旋。更改約會，事屬尋常，有什麼可囉唆的？」,喬峰剛離開不久，西夏一品堂的人便找來。
突然間呼的一聲，杏樹後飛出一個人來，直挺挺地摔在地下，一動也不動。,這幹人一不做，二不休，竟趕來江南，終於和喬幫主定下了約會。」,一品堂的人來者不善，一開始便丟出前去報信的謝副舵主屍體。目的是來殲滅丐幫，藉以打入中原。
徐長老心下沉吟，低聲道：「他們打的是如意算盤，先是一舉毀我丐幫，說不定再去攻打少林寺，,拿去做個掃帚柄兒，倒也不錯。」手臂一探，馬鞭揮出，便向那打狗棒卷去。,一品堂的高手八人進來後，態度依然囂張，領頭的將軍看到地上的打狗棒便要取。
群丐齊聲大呼：「滾你的！」「你奶奶的！」「狗韃子！」眼見他馬鞭鞭梢正要卷到打狗棒上，,降蛇也好，誰來跟我先打上一架？」說著從人叢中擠了出來，雙手叉腰一站。,見對方要取打狗棒，幫中的傳功長老呂章出手阻止。並問一品堂的人與幫主的約會目的為何？
群丐見這人相貌醜陋，神態兇惡，忽聽段譽大聲道：「喂，徒兒，你也來了，見了師父怎不磕頭？」,段延慶自高身份，雖依附一品堂，卻獨往獨來，不受羈束號令，不與眾人同行。,言語互鬥之間，一名醜陋男子開口，要丐幫的人出來打一架。沒想到竟是段譽的徒弟；南海鱷神。
雲中鶴叫道：「我家將軍瞧瞧丐幫的兩大絕技。到底叫化兒們是確有真實本領，還是胡吹大氣，快出來見個真章吧！」,雲中鶴不識他刀法路子，東閃西躲，縮頭跳腳，一時甚為狼狽。,此時丐幫與一品堂雙方人馬開戰，一時間不分軒輊。
王語嫣笑道：「吳長老這路四象六合刀法，其中含有八卦生克變化，那瘦長個兒就不識得了。,他卻既不「悲」，亦不「酥」，但見群丐、王語嫣和朱碧雙姝都神情狼狽，一時不明其理，心中自也驚恐。,但那雲中鶴又得罪了王語嫣，王語嫣便假意幫忙雲中鶴，讓雲中鶴輸。
努兒海大聲吆喝，指揮眾武士捆縛群丐，自己便欺到王語嫣身旁，伸手去拿她手腕。,當即放箭，杏林中樹林遮掩，十餘枝狼牙羽箭都釘在杏子樹上。,努兒海便要來抓王語嫣，段譽情急之下使出六脈神劍斷了努兒海的右手骨，帶著王語嫣騎馬逃出杏林。
