此段落最初的2-5句話,此段落最末的2-5句話,段落大意
灰衣僧在大樹下閉目打坐，過去幾十年的往事，一幕幕地在心中紛至遝來：,不出數年，遼國大軍南下，疆場之上，宋軍決非其敵，漢人江山便危亡無日了。,這位灰衣僧，原來就是慕容復的父親慕蓉博。
此事關係著天下蒼生及中原武林的命脈，少林群僧當即傳訊，召集各路英雄共謀對策。慕容博甫自遼國上京南歸，于遼國朝廷動靜、軍情兵馬，無不說得一清二楚，沒半點破綻。,慕容博初時借幾本《阿彌陀經》、《地藏菩薩本願經》、《觀音菩薩普門品》之類佛經，漸借漸深，借到了《金剛般若波羅密經》等經書。,慕容博為了復興燕國，想要求得少林武功七十二絕技功訣，便潛藏在少林寺中。
他見時機漸熟，管事諸僧對他毫不起疑，一晚三更之後，便悄悄摸入藏經閣，在書架上找到一本《拈花指法》，不禁大喜若狂，,說道：「在下斗膽向少林寺藏經閣借抄武學典籍，抄過之後，原本歸還，不敢有絲毫損毀。抄本僅供在下一人自學，決不轉授旁人。不知閣下是否少林弟子？還請高抬貴手，不予追究。」,慕容博多次出入少林寺藏經閣，偷學少林武功，沒想到卻被人所發現，那人欲跟慕容博比試一番。
那人哈哈一笑，說道：「在下並非少林弟子，反與少林派有點梁子，遲早要和寺中高手拼決生死。,兩人貼身近搏，只一頓飯時分，已拆鬥三百餘招。正鬥得急切，慕容博倏地躍出圈子，抱拳說道：「多承指點，蒙尊駕手下留情，在下受惠良多。」,原來那大漢也是盜經偷學少林武功之人，兩人多次比試，互相切磋少林武功。
那大漢道：「燕兄武技精妙，咱二人不分高下。燕兄既來少林寺盜經，當以少林派為對頭，在下與少林派仇深似海，你我敵愾同仇，當為同道中人。」,慕容博用心記憶，不可筆錄，因密教傳法傳功，必須口耳相傳，不似顯教佛教有經典可資念誦。,慕容博與人比試之事，被鳩摩智所發現，鳩摩智為了向慕容博學得秘招，便先詳述「火焰刀」與慕容博交換。
慕容博用心記憶，不覺天色已明。慕容博道：「大師這‘火焰刀’神功，果然奇妙無方，以在下所知，或許只大理段氏的‘一陽指’可資匹敵。,慕容博取出手邊三十餘冊抄本，當即與鳩摩智再抄副本，數日後抄完，贈了給鳩摩智。鳩摩智稱謝再三，自回吐蕃研習少林絕技，自知‘火焰刀’功力尚淺，亦更下苦功，戮力修習。,慕容博與鳩摩智一拍即合，交換了數門武功之後，相約鳩摩智取得《六脈神劍劍譜》之後，與慕容博交換餘下的少林秘笈。
年歲匆匆飛逝，這些年來，慕容博、慕容復父子二人博覽群籍，武功隨時日而長。,不料在少林大會上，慕容復還是與蕭峰動上了手。,少林寺玄悲大師登門拜訪慕容家，慕容博詐死，日後卻誤殺了玄悲。慕容博約束妻子千萬別引起舊事，沒想到慕容復還是在少林大會上與蕭峰動了手。
慕容復得灰衣僧救了性命，又慚愧，又感激，但他只道父親已死，並不知這灰衣僧就是自己爹爹，,灰衣僧和黑衣人相繼現身，直到偕赴樹下打坐，虛竹和丁春秋始終在劇鬥不休。這時群雄的目光又都轉到他二人身上來。,慕容復得灰衣僧救了性命，卻不知此人正是自己的父親。
靈鷲四姝中的菊劍忽然想起一事，走向那十八名契丹武士身前，說道：「我主人正在跟人相鬥，須得喝點兒酒，力氣才得大增。」,丁春秋將酒水化作雨點拂出來時，每一滴都已然染上毒質。菊劍站得較近，身沾毒雨，當即倒地。,菊劍見虛竹與丁春秋纏鬥甚久，便取來酒水要助虛竹使出生死符，然而菊劍卻而中了丁春秋回濺的毒酒。
段譽站在一旁，只見王語嫣戀戀不捨地拉住慕容復衣袖，好生沒趣，驀見菊劍身沾毒雨摔倒，知道菊劍是二哥的下屬，當即搶上，橫抱菊劍退開。,換作旁人，早已滾倒在地，丁春秋神功驚人，苦苦撐持，腳步踉蹌，有如喝醉了酒，臉上一陣紅，一陣白，雙手亂舞，情狀可怖。這七枚生死符乃烈酒所化，與尋常寒冰又自不同。,虛竹擔心菊劍，便積極向丁春秋進攻，丁春秋連中七枚生死符，招架不住，不斷哀號。
星宿派門人見師父如此狼狽，一個個靜了下來，有幾個死硬之人仍在叫嚷：「星宿老仙正在運使大羅金仙舞蹈功，待會小和尚便知厲害了。」,星宿眾門人向虛竹叩拜之後，自行站到諸洞主、島主身後，一個個得意洋洋，自覺光彩體面，登時又將中原群豪、丐幫幫眾、少林僧侶盡數不放在眼下了。,丁春秋承受不住生死符，如顛如狂，徹底敗陣。虛竹自覺下手太重，便給丁春秋服下鎮癢丸緩解。丁春秋不再反抗，星宿派門人盡皆倒戈，稱頌靈鷲山。
玄慈說道：「虛竹，你自立門戶，日後當走俠義正道，約束門人弟子，令他們不致為非作歹，禍害江湖，那便是廣積福德資糧，多種善因，在家出家，都是一樣。」,葉二娘道：「孩子，你今年二十四歲，這二十四年來，我白天也想你，黑夜也想念你，我氣不過人家有兒子，我自己兒子卻給天殺的賊子偷去了。我……我只好去偷人家的兒子來抱。可是……可是……別人的兒子，哪有自己親生的好？」,虛竹因為犯少林戒律，須受杖責，沒想到背後肌膚露出了幼時點燒的香疤，葉二娘馬上認出虛竹正是自己被偷走的兒子，喜不自勝。
南海鱷神哈哈大笑，說道：「三妹！你老是去偷人家白白胖胖的娃兒來玩，玩夠了便胡亂送給另一家人家，叫他親生父母難以找回，原來為了自己兒子給人家偷去啦。嶽老二問你什麼緣故，你總不肯說。很好，妙極！虛竹小子，你媽媽是我義妹，你快叫我一聲‘岳二伯’！」,黑衣人朗聲道：「你不肯說，我卻知道。只因為這孩兒的父親，乃是佛門弟子，是一位大大有名的高僧。」,正當葉二娘忙著與虛竹相認，黑衣人突然跳了出來，不顧葉二娘的阻擋，當場揭發虛竹父親的真相。原來虛竹的父親正是一位高僧。
葉二娘一聲呻吟，再也支援不住，暈倒在地。,那日雁門關外，中原豪傑不問情由，殺了你不會武功的媽媽。孩兒，你說此仇該不該報！」,原來黑衣人正是蕭峰的父親蕭遠山。虛竹一家團圓，而蕭峰父子相認。
蕭峰道：「父母之仇，不共戴天！」,蕭遠山道：「這些南朝武人陰險奸詐，有什麼好東西了？這玄苦是我一掌震死的。」,原來殺害蕭峰養父母、讓蕭峰被錯怪、蕭峰多年來苦苦追尋的大惡人，竟然就是自己的親生父親。
少林群僧齊聲誦經：「我佛慈悲，我佛慈悲！」聲音十分悲憤，雖然一時未有人上前向蕭遠山挑戰，但群僧在這念佛聲中所含的沉痛之情，顯然已包含了極大決心，決不能與他善罷干休。,玄慈向他端詳良久，伸手輕輕撫摸他頭頂，臉上充滿溫柔慈愛，說道：「你在寺中二十四年，我竟始終不知你便是我的兒子！」,蕭遠山執意說出虛竹的生父，玄慈便喚來虛竹，承認自己正是虛竹的父親。
此言一出，群僧和眾豪傑齊聲大嘩。各人面上神色之詫異、驚駭、鄙視、憤怒、恐懼、憐憫，形形色色，實難形容。,老衲今日再死，實在已經晚了。」忽然提高聲音，說道：「慕容博慕容老施主，當日你假傳音訊，說道契丹武士要大舉來少林寺奪取武學典籍，以致釀成種種大錯，你可也曾有絲毫內疚於心嗎？」,玄慈並當眾稱灰衣僧為慕容博，眾人大吃一驚，慕容復也驚喜交集。因玄慈一言，蕭遠山父子才知道當年雁門關外慘事的生禍之人竟是慕容博。
眾人突然聽到他說出「慕容博」三字，又都一驚。群雄大都知道慕容公子的父親單名一個「博」字，又知此人逝世已久，怎麼玄慈會突然叫出這個名字？,但見慕容博、蕭遠山、蕭峰一前二後，三人竟向少林寺奔去。一條灰影、兩條黑影，霎時間都隱沒在少林寺的黃牆碧瓦之間。,因玄慈侃侃道來，許多江湖恩怨逐漸清晰，蕭峰欲討伐慕容博，慕容博和慕容復往少林寺奔去，蕭遠山、蕭峰緊追在後。
群雄都大為詫異，均想：「慕容博和蕭遠山的武功顯然難分上下，兩人都再加上個兒子，慕容氏更決非敵手。怎麼慕容博不向山下逃竄，反而進了少林寺？」,突然一躍丈餘，從半空中摔將下來，砰的一聲，掉在玄慈腳邊，身子扭了幾下，便即不動。,虛竹與玄慈因破戒而需當眾受刑，虛竹被令還俗，玄慈杖責完、懺悔之後，隨即圓寂而去。葉二娘悲傷不已，也跟著殉情。
虛竹叫道：「娘，娘！你……你……不可……」伸手扶起母親，只見一柄匕首插在她心口，只露出個刀柄，眼見是不活了。,此刻竟肯退讓，實是大大不易，只因他既傷痛葉二娘之死，又敬佩她的義烈。,虛竹失去父母，悲痛至極。但玄慈與葉二娘的義烈，讓在場之人皆躬身佩服。
